"twent"	"fort"	"sixt"	"eigt"	"oneh"
7.55548831329016	7.3619554897937	6.78261283528573	7.94786561203443	5.63355396322368
4.92033435797251	3.78198738265244	4.35650556411214	4.87008241585631	3.58370518764256
7.37446457666056	9.91383154689646	3.79432158509404	7.94708712778122	3.36219091381691
10.5529159233687	7.43799681143968	10.2706686737522	10.7763435259607	4.18070282644902
10.2116089138098	12.7825900971352	8.94815207476546	15.853362483282	4.61711834809657
8.09123859221513	1.84486008042264	5.21622273356706	1.35504866106269	3.71798785267616
3.59279796832746	4.31195049735907	5.93158199394517	3.4431008377391	1.57434833086163
5.2057595547668	7.4511597642952	7.27357212209198	6.86788818880012	4.74087731039084
7.39766894630575	6.73585178478452	11.0171417533962	8.91054702957378	4.6906385532066
5.8957868298111	3.78509511428981	6.90114325046665	4.43246702321921	1.5854589036969
8.71575412351367	5.53761524225569	7.16638293723877	9.87130005193476	7.02789356073572
13.6753803414574	5.67976899927297	7.78680354784915	13.6108239632612	2.67991398683333
9.97196414744321	10.1086025260241	11.4539234565538	14.3267818529996	4.89325685158419
7.8398440418551	6.47411393286533	7.9613665682327	7.14495043814136	8.09534672131418
14.8234466875797	10.0541820877715	13.6341086960465	8.84494345010773	9.26739590725834
9.27491438303419	8.89852344113306	6.39313799166754	5.21751280167394	5.75674859246649
14.9575238277039	15.2533192428323	9.52290291839729	7.83582184183794	6.10172327736993
10.9706616212982	8.41750458288097	12.7659712507656	9.69359989010934	5.6897909929778
15.7669323899818	10.0926133836099	12.8332188020216	13.124773418922	9.42277719167376
10.257245725312	8.57370404775216	11.0139438133066	13.9371528194704	9.23678949614611
8.65171586847367	6.48418247579397	5.93067062661828	7.26305013640471	5.35982097838501
6.74776194264654	6.67425238106364	9.38628581265709	3.94396813779164	10.9189795356719
