"twent"	"fort"	"sixt"	"eigt"	"oneh"
2.28855834867791	1.19744447686759	3.09232790405742	1.59637246439531	1.94121404729045
2.00154175178815	1.06696054396307	1.23632678212225	3.21183792946263	2.7359777785204
1.07212065042239	1.71150148945282	0.959085946103075	1.48370858737877	1.91990229179362
1.5701476422687	0.759423016516735	1.79085974402625	3.31929472034909	1.91640372055837
2.62613785529057	1.67947485375961	3.25838156955936	3.15879576163068	2.51723793271614
1.24090523003792	2.43898844306123	2.07592500221006	2.23092730870633	2.06389425244686
1.83533265361101	2.31909143498267	3.59747677598074	3.06995383191656	3.45329255155579
1.21620380928922	1.84796667312377	3.03744721356143	3.29057977026539	1.96324871218901
3.29048937028688	1.57605710786569	4.4231321063749	1.51091084515989	3.22163637384897
2.21628847316495	1.18148841758892	2.07228615399629	3.67633089284676	2.41512027933933
1.09379583979667	2.70256791377849	2.91918962672525	2.35698974747676	2.75624456551539
1.80716684080923	2.97123389287963	2.70402221308634	3.85489006601289	3.71120671087409
2.1800428916015	1.98182617976114	1.9596751841916	1.99657437167114	2.1723723349387
2.47382545406971	4.33935076633379	2.30620593392956	1.27696409741625	1.31136704515495
1.01018789909421	1.49561422617674	2.75224020156945	3.52158624639495	2.48482405253199
2.62254108347337	2.33863103387566	1.45928933650048	3.56306983681425	2.49590270672623
1.53876073064038	2.29956273202654	1.27548262838167	0.993921085918489	3.46771796566754
1.22290278565625	1.54921655588267	1.46787145603143	2.07851945062755	3.72244348888474
0.801748890324995	2.42482246852487	3.91452810549512	1.92443590418725	4.22043965738862
1.66999928231779	2.15830800338986	2.27387259685958	1.74004429310617	2.73578624357237
1.85585356272847	1.82757713980031	1.63511191679672	2.34119420011896	2.81146553338066
1.44873378713565	1.0553180203555	4.60002275279329	1.79070635784352	3.24649544904402
