ID Z_score channel
1 4.88181840117605 36
2 7.3619554897937 40
3 3.78198738265244 40
4 6.20589191593658 40
5 9.91383154689646 32
6 7.43799681143968 38
7 7.81531730203951 36
8 10.1256429211268 33
9 11.0230795463986 38
10 12.7825900971352 40
11 1.84486008042264 32
12 4.31195049735907 39
13 5.89011307135297 39
14 8.65986129009598 40
15 7.4511597642952 40
16 7.75593492015946 40
17 6.73585178478452 32
18 7.39534813378459 35
19 3.78509511428981 38
20 5.53761524225569 40
21 5.67976899927297 40
22 11.1661192757944 38
23 10.1086025260241 38
24 11.4634169740917 37
25 8.07216072618674 33
26 6.47411393286533 38
27 15.3342264907592 33
28 10.0541820877715 40
29 8.89852344113306 33
30 15.8194318440418 32
31 15.2533192428323 40
32 8.41750458288097 40
33 8.54014344910435 38
34 8.71948118493152 40
35 10.0926133836099 37
36 5.66507793827215 36
37 8.57370404775216 33
38 6.48418247579397 38
39 6.67425238106364 33
40 6.93146207906049 40
41 14.4500789893381 35
42 8.9814209056833 35
43 7.73480655530355 34
44 3.3510859886652 32
