O1 O2 Oz PO3 PO7 P7 PO9 PO4 PO8 P8 PO10 ID emotion
-8.955313 -2.404792 -3.404218 27.82625 8.329935 18.54446 4.104423 -8.374133 -13.61868 -7.97532 -9.795817 16 1
-17.6666 2.783 -7.636372 0.2638018 -13.8522 -3.191364 -13.10467 -12.38788 -14.7663 -11.8758 -11.86988 16 1
-0.4909744 -5.109667 0.3897244 6.106081 4.069048 4.657904 6.56206 13.13907 15.20972 12.54068 12.94453 16 1
-0.9709465 30.88415 13.66167 18.19315 7.82558 23.34171 10.69522 -2.095456 -0.5032711 -2.955943 -2.098897 16 1
-16.75996 -3.257408 -12.67015 -4.399002 -18.79674 1.864083 -23.00082 -31.95359 -29.34846 -31.66271 -32.06964 16 1
-1.905166 -1.008205 0.6704509 -0.6410132 -1.700238 8.19266 8.620523 17.7824 13.3978 17.9671 17.67453 16 1
8.80919 -34.1085 -6.529619 26.88174 18.44504 9.757402 18.82698 1.866825 4.55452 2.448883 3.116317 16 1
9.91529 21.52581 16.09171 5.762357 7.932336 33.12897 2.40909 18.82498 24.14138 19.08738 19.16365 16 1
-22.86605 19.68633 -0.7362213 -0.3436125 -18.81968 22.56009 -6.784148 -5.180581 -11.91021 -6.46813 -6.891101 16 1
35.28474 -10.13162 16.96358 9.003716 25.03058 32.3754 19.01161 38.4472 39.05658 38.23193 38.72799 16 1
-2.069609 -33.2832 -13.49501 3.031847 -8.566556 11.60759 -5.304717 -5.564408 -1.425335 -5.65924 -4.957967 16 1
0.1501302 12.19527 3.093923 -25.6084 -5.54143 -4.845258 -23.92677 1.620094 1.265358 3.900262 1.455499 16 1
-8.424483 34.40877 10.878 -8.756417 -18.43586 -13.04024 -10.66764 -5.524486 -7.197234 -4.677197 -6.174038 16 1
9.466336 19.96335 13.70543 8.076614 4.961 13.26665 -11.85124 8.153448 6.334107 10.21681 7.794753 16 1
2.488373 -22.72485 -8.806844 -3.082119 -3.509251 -10.15131 -6.245893 0.3891382 1.096362 -0.3861584 -0.4207807 16 1
-29.62108 37.23673 5.019878 21.84221 -13.18143 -2.720588 -3.963311 -12.36854 -17.81916 -12.55326 -13.23847 16 1
30.67468 10.82467 23.11966 21.34252 31.02241 17.09959 24.27477 33.5878 32.24405 33.22584 33.3541 16 1
-31.13708 25.65038 -8.301062 -17.0789 -26.89969 -18.73653 -25.3904 -28.96604 -30.11823 -28.49499 -28.02778 16 1
-0.1013641 -18.67561 -4.717571 9.091729 4.241019 11.75743 -9.948202 21.85335 23.08454 23.10965 21.83968 16 1
-29.35089 -0.3664607 -17.39855 -20.37368 -31.23629 -18.01824 -12.51843 -28.99529 -32.74047 -28.22271 -29.56155 16 1
-21.5319 0.6367535 -12.84583 -35.61886 -28.94172 -28.84461 -16.82531 -9.253682 -8.884935 -9.271932 -8.70045 16 1
-5.449609 -3.425944 -5.590812 -0.6845405 -5.908427 -3.164804 5.989669 -14.12563 -13.39742 -15.52825 -12.9671 16 1
-3.554827 -15.33832 -10.18566 -5.386212 -7.196883 -3.684803 -0.4080395 -12.09423 -10.00876 -12.62729 -12.19667 16 1
53.12191 -50.6546 7.816589 27.72523 47.60762 38.3507 34.28968 38.33588 43.08973 37.0476 39.08122 16 1
32.70429 -21.82456 9.47074 20.2599 36.83774 33.54842 33.59764 23.11826 25.73689 24.04476 22.44586 16 1
19.08543 10.93625 16.42973 11.51757 28.96182 17.66479 27.74776 20.12227 23.18355 20.40776 20.48425 16 1
-0.1332897 22.06704 9.205616 11.87862 7.187221 14.35723 6.214305 -2.504116 -4.64698 -1.875902 -3.022302 16 1
