O1 O2 Oz PO3 PO7 P7 PO9 PO4 PO8 P8 PO10 freq
98.2135186993774 54.4420771395341 925.61289456379 128.40697799465 99.7467628963124 147.116681022182 99.8988261400124 96.9186861910595 102.542945278092 116.292568180646 100.732027205929 0
1.01497640895367 0.794738284210714 4.35345010767884 1.00879637012092 1.13374955684746 1.16914449725917 1.08042218562767 1.16314896616782 1.23406001970409 1.09645787160917 1.18693482904425 0.0512820512820513
2.16799756322978 1.48408349885188 3.00487713651614 1.82521890680454 2.0587694933351 2.21139061364849 1.91776444209508 1.63003823086318 1.50513090776277 1.79953217610467 1.58009885337781 0.102564102564103
2.3249207829757 2.57180279495953 1.64970391182959 1.87357538595149 2.02101168987164 2.36083749619448 1.9406932163572 2.03711946114032 2.17040320265634 2.30129102100588 2.18224129770844 0.153846153846154
1.54608248929208 1.86138900357271 1.1579444249547 1.75601338721337 1.5709789340085 1.76137235652723 1.65932084060289 1.55688645580293 1.59490222761345 1.5248362008612 1.75374248415511 0.205128205128205
1.31323640305845 1.39087402116227 0.946977489854143 1.42015568944067 1.40819654886605 1.34467519133647 1.3492398408813 1.21402912319794 1.3579607752599 1.3343442178108 1.37304865210766 0.256410256410256
1.13582291687413 1.1503461802415 0.900454419409512 1.01135926736182 1.18080809031899 1.08273146309669 1.23861644945725 1.1242434851654 1.10407097112628 1.14829816662818 1.08467379699691 0.307692307692308
1.10840085176772 1.09251351724631 0.709551000541996 1.23888517915525 1.1829457129075 1.30548200958456 0.944781473624509 1.10142325062216 1.23820949596323 1.01746229762821 1.18040004925923 0.358974358974359
0.883072620049491 1.35082221374824 0.899542428451799 1.04895290456443 0.997989070160971 0.786285607018917 1.01923623852467 1.01855122619262 0.909762969162851 0.943250314220844 0.873668646757503 0.41025641025641
1.01780491829773 1.02834008993665 0.859388127004546 0.971500234311411 0.986854889451516 0.79138685778113 1.06164547765265 1.11342271286381 1.08369252478468 0.979108356265495 1.0105187131002 0.461538461538462
0.818507982102657 0.926338707354749 0.794163198351906 0.960275510512759 0.830329177302293 0.745447331129477 0.829493465275501 0.777428665184933 0.877982279722164 0.729963058722041 0.829088060418482 0.512820512820513
0.8609859309279 0.866074020025596 0.77956610563379 0.754937023232751 0.855284733912226 0.764501546569804 0.863110290546889 0.989982297672961 0.967970957246569 0.954885824290234 0.99766967896864 0.564102564102564
0.695055053111901 0.79759289485917 0.594835178391153 0.804021183228049 0.739327853104742 0.780864265647887 0.800597401633438 0.881537960775668 0.827776022005318 0.842588566290917 0.841914415559483 0.615384615384615
0.758406991674167 0.925002717939774 0.807920557131073 0.986778347012424 0.741550418607242 0.952071774940131 0.806092053969923 0.758084869254653 0.769881595292403 0.845591011388375 0.791120185543621 0.666666666666667
0.862188870249133 0.793066653638263 0.863870596414007 0.734414940597517 0.6945433647169 0.821774468466467 0.780834268035592 0.878868247785433 0.825157858346826 0.884712786803946 0.873172737499558 0.717948717948718
1.01695319075902 0.815204255780352 0.739048222772889 0.913873806862797 1.01856229683537 0.877550754990926 0.993554117940246 0.918045419553533 0.963600963051479 0.901217973907129 0.927060956753427 0.769230769230769
0.845035124299267 0.977868131286495 0.861078781331158 0.720539911484293 0.780574427809183 0.724632282052546 0.809322477836864 0.776911564964811 0.792245087002401 0.785354491596925 0.783261134301484 0.82051282051282
0.784847624200702 0.870691427374195 0.807537274256632 0.607527397779064 0.748815384953554 0.682136415932691 0.731125978460213 0.745633500495632 0.747316847686488 0.806445563264858 0.767544139403264 0.871794871794872
0.944502548719312 0.839878958251044 0.824624717193241 0.934261923617748 0.993872037639731 0.872867646159091 0.960573955547574 0.910873220567206 0.782346534521488 0.929208794097536 0.784111095926425 0.923076923076923
