O1 O2 Oz PO3 PO7 P7 PO9 PO4 PO8 P8 PO10 freq
112.738855831614 52.5168918069339 1057.16320921526 137.431946125963 118.524176161098 150.062427709864 119.259852620403 116.646056278367 107.791260312559 129.179110917154 114.046893768569 0
1.07194570296199 0.906447706879155 3.69304686487585 0.870926928267986 0.805123994834164 0.97529285374659 0.816437089946709 1.01705658862755 1.08915675600385 1.09871906744533 0.968347380861776 0.0512820512820513
1.72835226506857 1.69975942505596 2.47704625591666 1.5756612571002 1.55630879220775 1.8510720647308 1.68681837925727 1.7619442825206 1.85009649025739 1.778154399989 1.80194446443352 0.102564102564103
1.98488206471836 2.19371185509914 1.90863851359271 1.77308926124491 1.94070025180848 2.03119642432716 1.94141315281572 2.10193482313588 2.17992583979449 2.14631021060985 2.11177713301879 0.153846153846154
1.71704795037646 1.98789212703884 1.22544505406436 1.44970465168947 1.58486170065062 1.64007149728672 1.5650842925082 1.66020946342112 1.57473292195004 1.48784375404449 1.53396600320054 0.205128205128205
1.56979338942663 1.63866461968364 1.16611884492753 1.56875170229954 1.65276099072007 1.34174450997488 1.5347273193502 1.41318757040598 1.29347137788803 1.39619338808043 1.37149200056181 0.256410256410256
1.18181071263886 1.45520387800266 1.00590404866967 1.3465293604585 1.30101595488997 1.30920006401621 1.3471491889386 1.21092841998763 1.24370767754677 1.21524996126168 1.27733876152087 0.307692307692308
1.22769142765332 1.11476591040723 0.962673775897738 1.21701235250272 1.17452877852249 1.30888270131409 1.19062070749064 1.09478367572954 1.21107993175543 1.13583521759903 1.22688766635182 0.358974358974359
1.11897884759185 1.09597742545852 0.854116615151207 1.16180481907661 1.1573525129351 1.18061798522375 1.17257539200268 1.04390513203587 1.11442546253712 1.0725314497778 1.10044503513301 0.41025641025641
0.910145247424692 0.983841870473386 0.952452137271114 1.00445320185939 0.925691920139313 0.980816698465931 0.873204869432507 1.0368077810177 0.991510671604749 1.00685226790266 0.991059689326691 0.461538461538462
0.807682683892353 1.00344815453176 0.744322953315889 0.93839456904189 0.899121725495659 0.737218443662008 0.911520407537852 0.90438734442988 0.894928652645617 0.888769882199028 0.878729728086601 0.512820512820513
0.597909187633491 0.782739929265237 0.673596692597536 0.846627166252103 0.750268697978284 0.741508388700181 0.822288058281484 0.709218504183423 0.668763831058052 0.701951352541529 0.721198150734741 0.564102564102564
0.731664308529784 0.654953947289733 0.662090495171834 0.703348480868895 0.744082430233439 0.755957416800837 0.735417777237983 0.81120824606438 0.762556555863495 0.779193031138277 0.777207056333618 0.615384615384615
0.945188013771968 0.737181816023534 0.659855406127537 0.853767279348615 0.94784289516592 0.75983818988785 0.948223019456317 0.957346861970906 0.915511469837901 0.896231276500584 0.897897204593357 0.666666666666667
0.793570481418767 0.807581661164072 0.760396831851975 0.872163773793359 0.794862767405616 0.833025450159153 0.762674285445116 0.739261330625515 0.727140310155452 0.749086177464 0.754909375375465 0.717948717948718
0.961973013376436 0.688884628664898 0.830745533660722 0.920918868552685 0.803333447503038 0.958644178224642 0.876422828847603 0.896641460588994 0.943697257336262 0.90268422415627 0.91344439941968 0.769230769230769
0.87290578255276 0.755579604185576 0.919099836237286 0.817261356560367 0.827355663685674 0.791667499988767 0.779873032032201 0.798738913278316 0.832497633145043 0.818218440676624 0.837644350634986 0.82051282051282
0.883000039361761 0.931311429818269 0.950528465169099 0.806581670915034 0.880035619331421 0.844019827700767 0.920004682732748 0.916584096099443 0.865300764566848 0.904165987326521 0.85613539507884 0.871794871794872
0.958818680859341 0.917200637369048 0.869745917456947 0.897988003886513 0.87684267935139 0.927695306019953 0.857804567609153 0.955961979371692 1.04302089996822 1.04239435922645 0.933252367501865 0.923076923076923
0.922940936834847 0.845869811126564 0.924879817225969 0.917145755473437 0.958276248853738 0.946414264599542 0.937332919815616 0.860329870781541 0.844483575590035 0.826981189361414 0.914801267747777 0.974358974358974
0.932201116917153 1.00594096551409 0.79061518032948 1.01235271714599 1.03424279559389 0.943307153935713 1.0301586387751 0.853090443045499 0.95442264304405 0.962088895727677 0.929527860021019 1.02564102564103
1.04669189755126 0.91006318514367 0.783372094739314 1.12524129791469 1.05685165456915 1.06482466659608 1.05490626955874 0.881994826675117 0.988729250491147 0.967470857631149 0.985745775267485 1.07692307692308
0.897985760187428 0.974734156482498 0.942040410261217 0.895246820789076 0.954440424254552 0.896340796048579 0.985329725809328 1.04453288256761 1.04368111413059 1.06975840709513 1.0278909549203 1.12820512820513
1.06710445211025 0.89661466377586 0.978729180011886 1.06523710624469 1.0041888089548 1.11133063500419 0.993487940404552 1.10085775791762 0.997952892802415 1.18527584249383 1.05140319257696 1.17948717948718
0.949881339320187 0.980650585336811 0.878152139905729 0.919299150162176 0.971141527048567 1.02706401010229 0.956299194321222 0.97262407914172 0.945917513465734 0.971081064927819 1.002589506061 1.23076923076923
0.944980140231947 0.902493231124112 1.13654397070572 1.081866461745 1.01720272336888 1.13275043396948 0.966159567739415 1.0968118893709 0.98093120439576 1.07788230588801 0.995860904576004 1.28205128205128
1.12630826387013 0.990696036323027 0.890512660106336 1.09413795676952 1.15792744961502 0.890467133836339 1.13627455713125 1.00383105189945 1.02447344199071 0.880726817395677 0.973638329298047 1.33333333333333
0.97548550911987 0.881416782459909 1.00222493061163 1.05805004120615 1.09177757190823 0.930947214606584 1.02616231522086 0.961359248049862 1.05441266285862 0.892179806643701 1.03693532729837 1.38461538461538
1.0303486102186 1.0115407581626 1.0217286695935 1.1451016670507 0.95962691365939 1.09276489167217 1.04041153082746 1.04074627862608 1.02058262039549 1.01817028242891 1.00797074697101 1.43589743589744
1.00490269006036 0.901451577410177 1.08529625961188 1.03678991552327 0.948540940323283 0.992973040974717 0.951336948250975 0.936584921583472 0.96347181253485 1.01321914372897 0.964034785607229 1.48717948717949
1.02187926591319 1.10021066572142 0.991788876312938 1.01071445196413 1.03267966455813 0.938808508124424 1.05384630515158 1.01646435855694 1.02106903578568 0.955693095184134 1.00108387519585 1.53846153846154
1.00668645994102 0.957621273595995 0.936440231722136 0.965388419763731 0.936867361082065 0.975999531947592 0.880601007596366 1.0592256728204 1.00040841653799 1.02899927443695 1.03056222491542 1.58974358974359
0.957280583730269 0.998450701907071 1.1386337092563 0.877437019268252 0.9056901626924 0.834857599876378 0.958555035327648 1.0490116057517 0.996202041505206 1.00369275426378 0.986890744544615 1.64102564102564
0.863008024086586 1.00260780767612 1.00599756002184 0.971396094051643 0.888939426875254 1.05062119555103 0.959897306350367 0.8979618894913 0.852383064071062 0.961558985169593 0.880299731599722 1.69230769230769
0.96095067463265 0.917955708880129 1.08637310326447 0.961137869299221 1.03079428270486 1.01454872160322 1.06663748458433 0.935550143778479 0.933972019619174 0.915568147125221 0.991857026117378 1.74358974358974
0.863976596170031 0.959494988423811 1.04797211714598 0.966470704484776 0.93790551792771 1.05413061858345 0.858431060236691 1.04134786689447 1.01690960660012 1.01171691518648 0.984181656566281 1.79487179487179
0.864424467915249 0.813193310203737 0.979929335967309 0.972164605775514 0.871484730868972 1.04715619038364 0.821404277904353 1.06628399640508 0.961872395745175 1.02709702916352 0.959592181830928 1.84615384615385
1.03225772815687 1.02145083979372 0.944324969006979 0.881036525275545 1.02294245523499 1.0445911853268 0.995705817132306 1.07300540301974 1.08893867212327 1.14288439645321 1.04294805275825 1.8974358974359
0.960850359616281 1.07955731240997 0.961917479474872 1.03758589321449 1.05386717114741 1.03348861181317 0.989595228935832 0.905487837399781 0.928257479852714 1.015445527408 0.815042173805219 1.94871794871795
1.08703067885258 0.994341057185145 1.10309923848072 1.0865991118249 1.09089879738439 1.07080657905094 1.12754565660677 1.07533932614447 1.04577671291888 1.16026717739312 1.01232195167377 2
1.06968400489997 1.01041979299857 0.846981337118329 0.939685965736491 1.02221467131872 0.85535306117497 1.02386399300648 1.08516283310441 1.13695848027547 1.02877082400828 1.18317239885712 2.05128205128205
