O1_amp O2_amp Oz_amp PO3_amp PO7_amp P7_amp PO9_amp PO4_amp PO8_amp P8_amp PO10_amp O1_lat O2_lat Oz_lat PO3_lat PO7_lat P7_lat PO9_lat PO4_lat PO8_lat P8_lat PO10_lat ID emotion
3.322365 0.1841095 2.613322 5.503373 3.533846 5.34177 1.792765 3.773965 3.643578 3.982776 3.678223 172 188 188 184 172 184 172 188 188 188 188 16 1
2.699849 -0.3193929 1.744575 -3.059923 -2.778502 -2.808614 -2.444707 12.44335 10.52862 6.865131 7.918327 188 172 172 188 188 188 188 188 188 188 188 17 1
-5.037766 22.72883 6.940352 -1.904152 -3.168123 -1.342443 -3.112115 -2.388198 -7.806026 -3.170793 -2.608325 188 172 172 172 172 188 172 188 188 188 172 23 1
-0.4949187 17.44397 5.717031 -3.70839 0.7876847 -3.941466 -2.386288 0.5053115 0.3423975 0.06035309 2.040002 172 188 188 172 188 188 172 176 176 176 172 24 1
1.583301 -10.90598 -3.431856 3.275342 3.417105 3.580283 2.790932 1.069689 1.188661 1.467237 0.8521937 176 188 176 184 184 184 180 172 176 172 176 26 1
0.1954852 0.6379821 0.2097296 -1.947912 0.6172591 -1.12467 -3.900349 0.5985802 0.7690715 0.3287541 -0.5952227 176 176 176 188 176 188 188 176 176 176 176 27 1
1.685903 2.12522 1.941817 -0.4096842 -0.3040157 -0.1832149 -0.3467536 1.806223 1.630229 1.903811 1.935595 188 188 188 176 188 188 188 188 188 188 188 28 1
-1.013546 -0.4557332 -0.6671304 0.4404945 -1.237851 0.5430103 -1.619916 0.2420884 0.118399 5.688137 0.1354776 180 184 180 176 176 176 180 184 188 180 184 29 1
-1.748345 1.8242 1.293183 1.988177 0.5544502 0.9578431 1.248177 7.911157 -0.07352632 1.922713 0.03332764 176 188 172 180 176 180 176 172 172 180 172 30 1
9.404149 0.08208308 -21.59295 4.199336 4.312792 15.57005 6.197441 6.170117 9.431879 6.127605 7.646759 184 188 188 172 172 188 188 172 184 172 172 31 1
-1.77415 -8.027331 -3.94481 4.828187 4.218853 2.324984 4.678946 -2.158049 -1.95469 -2.172828 -1.935007 184 172 172 188 188 188 188 184 184 184 184 32 1
-3.673994 -16.31377 -8.703302 0.5332678 -0.3216065 0.3020267 0.807847 -3.610586 -3.648761 -3.678734 -3.658282 188 172 172 188 188 188 188 188 188 188 188 33 1
-1.945773 0.1258347 -1.044415 -0.6984061 -0.6258938 0.8060194 -0.7256487 -1.071136 -1.847987 -0.9620991 -1.902024 172 180 176 172 172 184 172 180 172 188 172 34 1
-2.443093 0.1881337 -0.846711 -0.5490433 -1.243008 0.7341492 -2.620288 2.44415 0.7330332 4.747745 -3.098752 180 172 172 172 188 188 172 172 176 176 172 35 1
7.190047 -8.745494 0.4852901 0.2126372 1.974366 7.070162 1.891946 7.307748 8.579798 11.79173 5.963726 172 188 172 172 172 172 172 172 172 180 172 36 1
-0.08840184 0.5003706 0.07026998 -1.208005 -0.8987261 -0.4420855 -0.7160363 0.6854335 0.5831005 1.588483 0.5929899 176 176 176 188 188 188 176 176 176 176 176 37 1
-1.778017 -16.00316 -7.024462 -0.4397393 -2.389327 -0.1530377 -2.412215 3.417347 3.421859 3.751967 3.336148 188 180 180 184 188 184 188 188 188 188 188 38 1
0.3326589 -0.7177789 -0.5967571 -0.7195283 0.5931978 -0.8122194 0.6110849 -1.877762 -1.812909 -1.72865 -1.774334 184 172 188 172 188 188 188 188 188 184 188 39 1
-0.8902622 -0.83275 -0.4738907 2.189285 0.8251246 0.8350986 1.575119 -0.8243658 -1.418233 -1.395428 -0.6157176 172 172 172 176 172 172 172 172 172 176 172 41 1
2.19416 2.407206 2.846086 6.157958 2.175452 6.005221 -0.116703 6.645301 1.925257 6.061437 -0.298521 188 172 180 188 188 188 188 188 188 188 188 42 1
-0.8884319 7.278156 3.461065 -2.893147 -3.006679 -6.769191 0.5878264 8.840443 8.865095 3.082827 8.792913 188 188 188 172 172 172 188 188 188 188 188 43 1
2.204292 4.384007 2.446205 0.07198065 0.1325297 -2.203256 0.2142083 -2.386289 -0.8849417 -2.644726 -0.9220767 172 184 172 172 172 188 172 188 172 188 172 44 1
2.029161 -9.759415 -2.573761 5.857503 6.266458 2.96764 1.258345 0.4553514 -1.213873 1.89223 -1.247462 172 180 176 188 172 188 180 172 172 172 172 45 1
-1.635237 -1.73024 -1.546969 0.9382707 -0.9874362 1.330534 -1.943591 -1.617521 -1.63456 -0.8075754 -3.011457 176 176 176 172 172 188 172 176 180 188 180 46 1
1.847486 -1.863726 1.048606 2.076582 1.186437 2.148545 1.079757 4.451936 4.112779 4.57019 4.09561 184 172 184 184 184 180 184 184 184 184 184 47 1
-1.520409 -1.096615 -1.228689 -2.557576 -2.609812 1.644822 -3.020032 -0.1586045 -2.181837 -0.1669012 -0.2913624 188 188 188 188 188 184 188 188 188 188 188 48 1
2.841473 1.914098 2.316211 3.355667 2.994017 5.151547 2.98218 -0.01136622 2.882386 0.03492703 0.6885586 184 172 188 188 184 188 184 188 184 188 188 49 1
2.095059 1.032763 1.462977 1.859311 2.443576 0.5576311 3.045535 0.7493389 0.7653559 0.4682775 0.7031654 188 172 172 176 188 176 188 172 172 172 172 50 1
1.634319 1.893084 1.5536 7.597201 3.93215 7.220166 3.986906 -2.732894 0.328031 -2.725181 -0.3432628 172 188 184 172 172 172 172 172 172 172 188 52 1
0.9783284 2.768554 1.407686 -1.503681 -1.453014 -1.844722 -1.485095 -0.09465786 0.5410298 0.1129363 0.4985878 188 172 172 188 188 188 188 176 188 180 188 53 1
-5.731304 -2.465952 -3.995525 -1.120999 -4.482277 -0.6760948 -1.798936 -3.033112 -3.54182 -1.282376 -3.841852 188 172 172 172 172 180 176 188 188 188 188 56 1
3.426776 -3.709908 -6.323672 -6.491891 -3.808665 -4.92263 -3.790466 7.881644 6.971151 1.644596 6.758804 172 172 172 188 172 172 172 176 176 172 176 57 1
3.490933 -3.474433 0.09726232 1.658675 3.332286 1.311598 -1.224371 -1.04775 1.340202 0.5881876 1.381648 184 180 180 172 172 172 176 172 176 180 176 58 1
3.775985 0.6966264 1.939718 5.337253 5.077765 3.946092 5.830885 -2.362571 0.1807867 -0.2430848 0.2728402 180 172 188 180 176 184 172 188 188 188 188 59 1
-1.141754 0.1918518 0.1616289 -0.08455606 -0.3430508 -0.916247 -0.2294935 2.233019 -1.264536 1.778455 -0.8256489 176 188 176 172 172 172 172 172 172 172 172 60 1
7.262141 2.757457 4.497054 0.2759398 -1.981917 0.4251962 -2.268695 1.721567 1.511862 1.330906 1.645633 188 188 188 172 172 172 172 188 188 188 188 61 1
