O1_amp O2_amp Oz_amp PO3_amp PO7_amp P7_amp PO9_amp PO4_amp PO8_amp P8_amp PO10_amp O1_lat O2_lat Oz_lat PO3_lat PO7_lat P7_lat PO9_lat PO4_lat PO8_lat P8_lat PO10_lat ID emotion
-0.6915632 2.071298 0.7132581 -0.5964122 -0.4619791 0.4361376 -0.4594745 1.087039 0.8770193 1.19549 1.096777 396 396 396 396 396 396 396 396 396 396 396 16 1
-0.09814632 -3.411435 -0.4480431 -0.8194689 -0.8512245 -0.8060688 -0.6790406 5.738656 2.322531 3.949536 2.529498 380 396 396 380 380 380 380 380 380 380 380 17 1
-1.135843 7.89556 2.508142 -0.09111679 1.219609 2.608941 1.408347 -2.496066 -2.329484 1.85771 -4.390229 380 388 388 380 388 380 388 380 380 384 392 23 1
-4.81817 -6.117391 -14.50819 -5.849074 -5.400411 -9.224483 1.597522 -3.139478 -3.060272 -3.699507 0.1370859 396 380 380 396 396 396 396 380 396 380 396 24 1
-2.695116 -1.654895 -2.39375 -1.876476 -2.315382 -2.363723 -2.358123 -1.896626 -3.17866 -1.299576 -3.664624 380 380 380 380 380 380 380 380 380 380 380 26 1
-2.12503 -2.204927 -1.607146 3.430228 -0.5176061 -3.322176 4.29189 -3.235875 -1.79756 -3.820079 -1.223969 392 380 388 392 396 392 388 380 380 396 380 27 1
-1.617018 -0.5210734 -1.172011 -2.892632 -4.553238 -2.191167 -3.274053 -0.5088882 -0.3340993 -0.3717884 -0.7280806 396 380 380 396 380 396 380 396 396 396 396 28 1
-1.993436 0.1228293 -1.252449 -1.897439 -4.504979 -0.5468427 -5.807678 1.44281 1.567104 2.525305 1.739457 380 380 380 384 380 388 380 380 380 396 380 29 1
-0.6862199 -0.1264131 0.3481144 4.636744 -1.979231 0.006620917 -1.722201 -1.067258 -2.351918 2.039796 -2.270777 396 388 396 380 380 380 380 396 380 396 380 30 1
7.219498 -9.113174 -39.49033 9.332259 9.217899 16.87257 1.602023 11.81694 7.386576 11.67874 2.874632 396 388 380 396 396 392 396 396 396 396 396 31 1
0.3489492 -3.499243 -0.4681525 11.28225 9.321119 5.100616 9.687197 0.1563199 0.2168434 -0.0649251 0.1987489 380 380 380 396 380 396 380 380 380 380 380 32 1
5.316893 -5.801043 0.1426909 -2.209797 0.9685354 -1.872955 2.286969 5.227754 5.342395 5.116399 5.203955 380 388 388 380 380 380 380 380 380 380 380 33 1
-1.811075 -3.60068 -2.672818 1.797728 1.552072 4.063009 1.573823 -4.44318 -1.969285 -2.546239 -2.174419 396 396 396 380 380 388 380 396 396 396 396 34 1
6.122494 -0.227867 3.537364 5.580285 7.019691 3.061635 6.394179 4.450205 5.448635 3.252694 3.571455 396 392 396 396 396 380 396 380 380 380 396 35 1
2.805156 0.1257668 2.042208 3.352864 2.811277 5.07635 2.951633 2.259721 4.056257 0.852951 4.751886 396 396 396 392 396 388 396 384 392 380 392 36 1
-4.46986 4.131871 0.03756508 -1.596596 -0.8866536 -0.8982722 2.068179 2.78214 3.124476 2.878829 2.796558 380 388 384 380 380 396 380 380 380 396 380 37 1
-7.247618 5.600721 -1.758535 -4.587489 -7.394863 -4.039781 -7.484909 -3.359939 -3.456628 -3.180518 -3.3894 388 396 396 380 384 380 380 396 396 396 396 38 1
7.385779 0.4580941 3.160767 0.8038982 5.55264 -1.472608 5.442294 1.181143 1.156163 -5.130487 1.251862 396 396 396 380 396 380 396 380 380 384 380 39 1
