Fp1 Fp2 AF3 AF4 Fz F3 F4 F7 F8 FC5 FC6 FT7 FT8 Cz FC1 FC2 C3 C4 T7 T8 A1 A2 CP1 CP2 CP5 CP6 TP7 TP8 Pz P3 P4 P7 P8 PO9 PO10 PO3 PO4 PO7 PO8 O1 O2 Oz
-0.0264844384044409 -0.0164226874476299 0.0558062964584678 -0.0253954160027206 0.131590747716837 0.0780895138159394 0.147113514319062 0.172634251043201 -0.00549370348453522 0.0745045793242752 0.149865937512368 0.162535731447861 0.157333125500008 0.246944283880293 0.0173896733438596 0.236279007652774 0.0516340784728527 0.223855399573222 0.358367955172434 0.191007849061862 0.0779125665547326 0.187757283821702 0.246263706078753 0.257322312798351 0.608699249941856 0.23988194828853 -0.0052170337876305 0.241390538774431 0.0995864314958453 0.682399844378233 0.160501294885762 0.993931561335921 0.23246730810497 0.256992135103792 0.235368002206087 0.83072022064589 0.237469984637573 0.693781553534791 0.325372612290084 0.718423319957219 0.285440969653428 0.55741714220494
0.925250999163836 0.914887850545347 1.09662039377727 1.10496764117852 1.16915411222726 1.14105566255748 1.16788703324273 1.08490530587733 1.02750612138771 1.03347038924694 1.02945765331388 1.00875025819987 1.03591475277208 0.457485778164119 1.09229472614825 0.95376086467877 0.743629200011492 0.467612474318594 1.01932043433189 1.00771913086064 -0.11101242005825 0.331346990074962 0.469028003048152 0.649218529462814 0.479005886241794 0.643005440756679 0.812718539405614 0.487548506539315 1.61087149195373 0.47915636850521 0.971378494612873 0.516385427396745 1.81751592140645 0.718012047093362 2.58329366892576 0.503644800558686 2.81470963656902 0.589348074514419 3.05487409783527 3.49330632705242 0.365294435061514 1.04315002877265
0.27475534081459 0.34052121154964 0.314257633499801 0.395248246286064 0.373026131652296 0.395172542566434 0.488902573753148 0.370954981353134 0.35819140644744 0.0579240841791034 0.286833590269089 0.230222504632548 0.303729214239866 0.261576944310218 0.43431704324903 0.442405123729259 0.19080765186809 0.205943643394858 0.221761635132134 0.397124867141247 0.274865947617218 0.140395689662546 -0.0237589135766029 -0.0789948497898877 0.296308865305036 0.381759953685105 0.389273585751653 0.361576635949314 0.209650470130146 0.310995524283499 0.424931281618774 0.33372071152553 1.72593135051429 0.757667751004919 0.598330665379763 0.331245184503496 0.528750690817833 1.55261175921187 0.669056700915098 0.588157770503312 0.21488337116316 0.759769214130938
0.244914571195841 0.881435251794755 0.107055285014212 0.17707787854597 0.117824813816696 -0.00610054489225148 -0.0189751515164971 0.169394475966692 0.21855424977839 0.18718640729785 0.180522657185793 0.184079850371927 0.297680450230837 -0.286138824047521 0.00505729066208004 0.0270785434171558 0.0923630771227181 -0.204487038962543 0.0546504413709045 0.169437135290354 -0.140650302171707 -0.282329284213483 -0.018072077119723 0.0401822354644537 -0.0636655047535896 0.374296178855002 0.0391712048090994 0.179623363958672 0.126412718836218 -0.0129408273845911 0.401461057551205 0.407251901458949 0.283342339843512 0.434632150456309 1.24480460351333 0.451858423836529 0.40437048850581 0.437276320857927 1.2548757430166 1.09459717171267 -0.2484754383564 0.598531788121909
0.156699584145099 0.31924457596615 0.154915611166507 0.0863487280905247 0.0874634416773915 0.116475607967004 0.380760090146214 -0.00250604096800086 0.401699536386877 0.00592543622478844 0.116248854016885 0.0812506448477507 0.117349703796208 0.199823786504567 0.192950518336147 0.377809087792411 0.153190892282873 0.376669977232814 0.222117963060737 0.117102084588259 0.070524907624349 0.106314861541614 0.100734142493457 0.324144590878859 0.100003552436829 0.242871527699754 0.282728387461975 0.101971627725288 0.75271371093113 0.0617937618866563 0.27932304693386 -0.033006738871336 0.341482629161328 0.520151859987527 0.819356530113146 0.165853170398623 0.829895596834831 0.135881911963224 0.832029730686918 0.847880464233458 0.577566224057227 0.463293922226876
-0.355928556993604 -0.608834568038583 -0.350503881461918 -0.0438906844705343 0.123628580244258 -0.0762206566985696 -0.0278229262679815 0.0438904268667102 0.229266768507659 0.158926679426804 0.165987933054566 0.23932344969362 0.147578896861523 0.237722736876458 0.209509444609284 0.160630871262401 0.266385961975902 0.199736810522154 0.082307169213891 -0.0353531554341316 0.152352546527982 0.00360014960169792 0.0575314146466553 -0.300824324041605 0.0527417790144682 -0.239979061111808 -0.110176182165742 0.165677919890732 -0.00691803717054426 0.0663258432410657 0.0801450630649924 0.247165548522025 0.116274718288332 0.236200777767226 0.172706429706886 0.253452092409134 0.129693382978439 0.218484351504594 0.198060139175504 0.228062004689127 0.280320226587355 0.506629353761673
0.0823712145909667 0.146992863342166 0.13039889447391 0.0445016602054238 0.147828956134617 0.0362992810085416 -0.0360703311860562 0.108956365846097 0.345529999211431 -0.168492340575904 0.230763320252299 -0.218777712993324 0.344159916415811 0.260577162541449 -0.0209392650052905 0.298475639335811 0.0375079058110714 0.075760149769485 -0.156337776593864 0.364156578108668 0.308249625563621 0.0115497041959316 0.399855321086943 0.36564451539889 0.29559263009578 0.418613698333502 0.249820797145367 0.684233501460403 -0.049045726377517 0.284136950969696 0.400115896109492 0.317552353441715 0.334523716010153 1.7114229446277 0.483056560065597 0.73227931400761 0.379968939814717 1.74478360079229 1.1073888765648 2.1270664902404 -0.0460457671433687 0.158311663381755
0.284056807588786 0.641241794452071 0.147410718630999 -0.134600795060396 0.0392591095529497 0.106565479375422 -0.146019366569817 0.377121382206678 0.304277312383056 0.286276022158563 -0.0798249555751681 0.2355897994712 -0.120059039071202 0.0845932892523706 0.222807786520571 0.150159903429449 0.0913366186432541 0.248387935850769 -0.206915425602347 0.131101841293275 0.285620227782056 0.26943093156442 0.0587654338218272 0.388566261064261 0.0370483197271824 0.343427874147892 0.195238375291228 0.268998561799526 0.223431795742363 0.0858923697844148 0.590065680351108 0.227780619263649 0.642087912373245 0.28050251500681 0.380757014174014 0.464406569115818 0.633723202813417 1.27742856373079 0.642963304184377 2.37932799309492 0.125077731069177 0.0890699706971645
1.95766051597893 1.74431396760046 1.00231392402202 0.724799365270883 0.441674862708896 0.397636469826102 0.179070651531219 0.327523761801422 0.676793501712382 0.235613695345819 0.0928718972951174 0.2407699868083 0.144978587049991 0.228281642310321 0.18249064385891 0.486862989328802 -0.0589975593611598 0.183287726994604 -0.0325139746069908 0.204369173571467 -0.221169839240611 -0.160436726827174 -0.0930741775780916 0.36509514786303 -0.109398433938622 0.37019639480859 0.6684162478894 0.897237489931285 1.02975046578795 0.582547204568982 0.421305266022682 0.674111761897802 0.845322433952242 0.842726667411625 1.10283335843123 0.727811437286436 0.975794705934823 0.794153547566384 1.08148646724876 1.22390172015876 0.0981060771271586 0.176685872115195
0.350766141712666 0.266432372108102 -0.192844641208649 -0.117528208345175 0.0877888123504817 0.0691954119130969 0.18814107561484 0.154110598377883 -0.0289101377129555 0.162099321559072 0.407978258188814 0.462089601159096 0.393952809460461 0.660551462508738 0.381036453228444 0.567022789176554 0.795610182918608 0.557513421401381 0.0674860229715705 0.395432111388072 0.558952676225454 0.174654970690608 0.192965367995203 0.452765100356191 -0.248871369101107 0.370441656280309 0.254292566515505 0.330080942763016 -0.0589177517220378 0.291361026233062 0.409301366377622 0.788627570960671 0.651715095806867 0.876140060462058 -0.0641528224572539 1.28394719632342 0.460236498899758 1.13423052802682 0.818465107912198 1.0544570514001 0.407929067872465 0.623008032329381
0.778397692739964 0.754384356178343 0.82187381722033 0.852521270141006 1.21182443550788 0.828870299365371 1.00058199204504 0.736022115685046 1.11654792930931 0.911591745959595 1.42436972847208 0.761226913449354 1.2947348235175 1.4843187966384 1.22322401553392 1.28612527665682 1.06060152444988 1.25806412594393 0.736231060139835 0.398039368540049 1.0225733439438 1.00279656145722 0.103279388137162 0.576557791884989 0.505032568145543 1.22796285208315 0.774362088786438 0.58949726447463 0.475575501099229 2.25613765027374 1.54256450179964 1.99394168695435 1.74891565595754 3.17961795511656 1.79645032528788 2.26961487634107 1.76287201773375 3.37495329286903 1.79399383082055 1.95555442562327 0.940074874088168 1.13361357171088
