O1_amp O2_amp Oz_amp PO3_amp PO7_amp P7_amp PO9_amp PO4_amp PO8_amp P8_amp PO10_amp O1_lat O2_lat Oz_lat PO3_lat PO7_lat P7_lat PO9_lat PO4_lat PO8_lat P8_lat PO10_lat ID emotion
1.192962 -2.407983 0.1135728 1.264841 2.458154 2.719087 1.804853 -2.757872 -2.72199 -4.05617 -2.784405 384 368 384 384 384 384 384 368 372 372 372 16 1
-2.052928 -4.863673 -3.94209 -2.246397 -2.248021 -2.180006 -2.002818 -5.748442 -2.769891 -4.640161 -3.785239 384 368 372 384 384 384 384 368 368 368 368 17 1
1.173449 -5.38413 -1.599499 -1.103669 1.45355 1.16279 2.085165 -5.023447 -4.835673 -4.138389 -1.837704 384 384 384 384 384 384 384 384 384 384 384 18 1
0.5172267 3.036701 2.058591 0.4548213 2.900491 3.161196 2.759385 2.782679 3.376644 3.277922 3.635989 384 380 384 384 380 384 380 380 380 380 380 20 1
-4.182789 -5.399272 -8.96282 -6.611239 1.132301 2.843415 4.2758 -4.968638 -5.420117 2.304128 2.214029 384 368 368 368 384 384 384 384 384 384 384 21 1
4.262306 5.396314 6.822421 1.260745 1.123892 0.434858 1.238344 4.332738 5.698146 4.114421 5.778471 384 368 376 384 384 384 384 380 380 380 380 22 1
-0.5571085 3.016788 0.760887 -0.4464205 0.05083837 -1.909188 0.1012736 -1.324173 0.4431052 -3.242543 -0.7395647 384 368 376 384 384 384 384 376 384 372 384 23 1
0.3623207 -10.74116 4.061618 5.025424 5.389224 2.94699 6.042264 -7.326186 -7.275756 -7.996097 -5.971943 384 376 368 380 384 368 384 368 368 368 368 24 1
5.299846 -11.2425 -11.00985 8.38204 8.314227 8.166861 8.527823 3.440012 3.50261 3.661313 3.562015 384 372 376 384 384 384 384 384 384 384 384 26 1
1.704893 1.379148 1.593915 2.988292 5.102041 3.42943 4.188581 1.588931 0.9846833 0.8962448 2.064035 384 384 384 368 368 368 372 368 384 384 384 27 1
0.4443563 6.059989 4.62008 0.09993636 1.905686 1.877307 2.894104 6.123094 6.076896 5.906067 6.133601 384 384 384 384 384 384 384 384 384 384 384 28 1
6.446231 12.58851 9.805052 9.825996 7.176791 12.03291 5.772947 1.072754 1.011724 13.77619 0.8896686 384 384 384 380 384 384 384 380 380 384 380 29 1
2.212752 -1.560829 -0.6560473 -0.6032915 0.8910425 1.269791 1.427476 -1.483009 4.15869 2.523536 2.07272 368 368 368 368 368 368 368 368 372 384 376 30 1
2.733717 2.940723 2.451741 0.9699382 1.024244 0.7151586 -2.124655 2.600604 2.818566 2.5631 1.850302 380 368 384 384 384 384 384 384 380 384 384 31 1
6.380237 3.385232 3.553579 3.434057 3.409405 1.685103 4.874699 3.363906 -2.118109 -2.35352 -0.1620947 368 372 368 384 384 384 384 368 384 384 384 34 1
5.315014 -10.61739 -8.759966 2.904692 4.109593 1.691699 1.885008 5.319551 4.631119 3.127748 4.799142 384 384 368 372 384 384 372 384 384 384 384 35 1
2.318558 1.653082 1.431203 2.318036 6.197654 2.391922 4.348996 -0.9574322 -1.393166 -1.330829 -3.189961 384 368 384 384 384 384 376 384 368 368 368 36 1
-5.012609 0.1604198 -1.655334 -2.288271 -0.9989592 -1.158035 -0.7897685 0.1160581 0.1868232 2.565387 -0.003070253 384 384 384 384 380 380 368 384 384 384 372 37 1
