O1 O2 Oz PO3 PO7 P7 PO9 PO4 PO8 P8 PO10 ID emotion
-22.64305 1.953882 -12.35724 -10.48753 -23.36221 -4.434574 -16.054 -22.64202 -24.17296 -24.39981 -22.99905 16 1
-21.78378 9.524847 -6.450324 4.404504 -6.882991 -9.131519 -5.55553 -19.63586 -18.06317 -19.87365 -19.29198 16 1
5.944313 -16.79905 -4.927106 6.874505 7.727524 3.244474 16.03181 -4.965468 -2.361914 -3.938138 -3.936188 16 1
-13.92177 15.5903 -2.60114 -21.56025 -24.41422 -22.96703 -22.2084 -4.49979 -6.243705 -3.654217 -5.805757 16 1
-0.04832034 29.55 10.09997 -12.92654 -8.588137 -9.128312 -10.03942 1.680436 1.791105 1.223266 1.981073 16 1
-5.185764 -41.1316 -17.9563 9.271921 10.36358 12.27294 1.072713 -0.752193 -0.8084771 -2.144805 -1.417452 16 1
5.911911 -13.00494 1.340207 23.29518 14.97294 21.60479 4.374057 7.194674 5.457717 7.786868 6.695032 16 1
1.18387 -6.195713 -2.489195 3.613899 0.7887539 3.938795 6.9629 -5.209772 -3.424716 -5.228399 -4.89219 16 1
10.58625 23.77702 15.10571 -6.261947 6.44695 -6.096672 -6.822762 6.157738 8.815355 7.826821 5.588661 16 1
-32.24599 0.360804 -15.95832 -15.2879 -27.60484 -12.55204 -22.05832 -24.2034 -26.65574 -23.22448 -23.88721 16 1
14.55838 -13.28184 1.744131 0.7771258 0.2125666 -0.3616516 -1.404541 11.20824 9.757098 10.71114 10.77483 16 1
-4.796365 -4.473247 -1.845039 18.79227 3.501383 7.285491 -3.621524 -9.853624 -9.884544 -10.35772 -9.863349 16 1
9.635913 -11.87838 2.471096 6.930669 13.01322 9.802406 9.063038 14.86427 13.10785 15.88075 14.25043 16 1
-25.90005 21.4917 -6.164523 -26.21298 -25.18666 -23.8682 -26.92589 -11.24133 -12.43613 -11.39825 -11.32849 16 1
9.358352 -7.622252 1.010795 11.93634 10.1401 2.788517 11.1856 -2.740461 -0.665354 -3.905551 -2.55258 16 1
-30.8441 5.640785 -16.4425 -26.21892 -31.66173 -25.6273 -29.23016 -21.87006 -23.1511 -21.90916 -21.49689 16 1
-11.4122 -31.78252 -17.31881 8.896212 -7.8708 5.726598 -5.237422 -2.741089 -2.012152 -2.483469 -2.583314 16 1
3.946607 15.94438 10.45878 11.6136 5.951677 9.940658 13.08144 6.444299 5.933736 6.862445 5.726894 16 1
7.532171 -22.59839 -5.836823 9.819931 12.85618 10.94768 7.99676 0.3376523 3.443499 -0.2422833 0.4364679 16 1
3.110518 3.430689 0.7163178 -13.5044 -5.207839 -11.27335 8.237326 2.103205 4.366951 0.801388 1.596542 16 1
3.585981 6.14413 3.767878 4.98927 1.592668 6.769681 4.321135 -1.862923 -1.616831 -1.545688 -0.7501947 16 1
19.0557 -22.26326 1.788208 3.716672 18.85014 11.47924 10.43428 14.2461 15.89083 13.56765 14.00887 16 1
-29.80218 -11.90864 -19.86863 -7.792837 -17.79868 -13.69125 -2.998451 -19.47009 -20.84903 -18.75156 -19.1188 16 1
31.3626 -4.409571 18.71836 29.48468 33.17897 27.67707 16.09334 28.53567 27.25634 28.6399 27.50609 16 1
-4.863183 21.23358 8.457338 5.401952 -2.832947 1.793854 -6.047035 0.131008 -3.068254 0.02843227 -0.2550421 16 1
18.07109 -20.7328 0.8399955 10.69461 16.57383 11.55299 15.18571 12.53256 14.40144 13.13541 13.62091 16 1
22.42099 -39.13859 -1.825066 19.12667 26.2835 19.42477 23.22659 12.38816 12.89823 12.32268 12.71521 16 1
27.07547 -22.29043 6.255318 11.09859 24.03031 15.45803 18.8106 23.52448 26.81823 22.87143 23.60676 16 1
4.257219 -13.72612 -4.781835 9.816249 8.847087 10.42108 2.547071 -14.38971 -10.84663 -14.57479 -13.42801 16 1
-11.59874 28.67457 5.169121 -6.807974 -11.98895 -8.720743 -4.779231 -4.939548 -5.219784 -6.146498 -5.390682 16 1
5.452983 21.53531 14.54564 13.50764 8.239657 11.81756 -1.967016 14.25216 11.53115 15.52766 12.70118 16 1
-19.72927 24.62615 0.08618788 -9.186399 -15.62927 -18.70675 -6.990522 -14.00587 -15.76171 -12.88668 -15.4008 16 1
-29.85632 8.167681 -14.24055 -20.59058 -29.20836 -21.20889 -11.5032 -19.59056 -22.46103 -20.22451 -19.38079 16 1
15.74337 -2.207753 9.229872 26.96534 19.74299 18.50756 8.259709 6.458295 7.429454 6.935616 5.571813 16 1
21.03246 -14.41212 11.38932 55.80657 42.00771 48.41072 31.27195 13.23977 13.97275 12.51932 13.01 16 1
15.46209 26.74478 15.95515 -18.83246 -1.307062 -16.10535 -10.81847 13.06327 11.17752 12.63785 12.90234 16 1
4.114195 -23.08319 -7.806046 1.437357 2.867791 6.767279 2.009699 0.7676728 4.85462 1.145502 0.9326294 16 1
15.85101 -39.20867 -10.79876 2.877277 14.37891 -0.8261194 11.99406 -2.998727 1.941367 -4.047632 -2.193241 16 1
-9.355639 24.04752 6.015566 -20.02661 -21.26814 -24.58708 -6.063076 12.98417 10.20372 12.10061 12.31928 16 1
10.31431 -26.55842 -6.930657 -2.07132 10.91538 -3.805169 10.30231 2.265769 6.772187 1.232754 2.625602 16 1
12.84941 -15.06616 -0.8463631 5.432153 16.5045 9.123894 4.343574 -1.598041 -0.002616859 -2.338007 -1.564352 16 1
3.900523 -18.52174 -6.103479 -9.953122 -6.092263 -2.903107 -0.5584705 3.847247 4.231803 4.08745 4.252195 16 1
9.412754 -53.00926 -17.38435 22.36289 23.61011 23.51715 24.08756 -40.3528 -31.5511 -13.79959 -37.83289 17 1
