O1_amp O2_amp Oz_amp PO3_amp PO7_amp P7_amp PO9_amp PO4_amp PO8_amp P8_amp PO10_amp O1_lat O2_lat Oz_lat PO3_lat PO7_lat P7_lat PO9_lat PO4_lat PO8_lat P8_lat PO10_lat ID emotion
-1.353622 -1.739177 -0.4569015 4.457721 1.291116 4.241158 -0.6073799 -0.06180885 -0.2331127 -0.04167632 -0.1536102 176 184 184 180 188 188 176 184 184 184 184 16 1
1.391885 -0.122212 0.5239866 3.590308 3.689813 3.341217 3.72818 -4.18559 -2.947092 -2.029129 -2.59564 176 172 172 180 180 180 180 172 172 172 172 17 1
3.008705 3.105417 3.471094 4.6522 4.497247 -0.2023241 4.542006 2.383881 1.755719 1.457676 0.4769003 172 172 172 172 172 172 172 172 172 180 172 23 1
2.1263 -5.96069 -3.880303 -0.497512 0.9832346 -7.64844 -3.142505 -5.176041 -5.189714 -6.686677 0.8736901 172 180 172 172 172 172 172 172 172 172 172 24 1
3.488873 2.717895 3.419999 3.412896 4.150451 2.257307 3.443122 2.180277 2.573575 1.679401 1.714763 188 188 188 188 188 188 188 188 188 188 188 26 1
-1.264517 11.16431 3.69207 -4.101707 -2.221995 -3.695211 -6.361103 -0.9931582 -1.456206 -2.164319 0.2901547 172 184 180 172 172 172 172 172 172 172 188 27 1
4.166323 -5.440175 0.2885413 1.864892 1.71283 1.890561 0.8414888 4.121937 4.14458 4.204175 4.185103 184 188 188 172 172 172 172 184 184 184 184 28 1
-0.3208752 0.4654309 0.3386248 -0.1015983 -2.46105 0.1682329 -3.524977 0.3845987 0.276468 3.45332 0.3212807 176 188 188 172 172 172 172 188 188 188 188 29 1
5.70568 2.857569 3.009035 3.305624 5.126876 1.551564 2.838933 -7.978479 10.65295 7.321364 10.64476 180 188 180 180 180 180 180 176 176 184 180 30 1
2.672808 4.0477 3.065672 0.7247263 1.005404 2.907305 2.864089 2.667669 2.650248 2.792765 2.470047 172 172 172 172 172 172 188 172 172 172 172 31 1
2.336423 -2.835016 0.605635 3.300516 5.413172 2.987322 5.337868 2.375231 2.261118 2.343537 2.4125 188 172 188 188 184 188 188 188 188 188 188 32 1
-0.6462809 -1.189816 -0.624024 4.572762 2.324875 4.334987 1.075497 -0.6594723 -0.6799498 -0.6916302 -0.7912617 188 172 188 184 184 184 188 188 188 188 188 33 1
-2.341225 -1.221978 -1.789455 -1.195293 -1.31684 -0.8251364 -1.072065 -1.870811 -2.562394 -1.901992 -2.31021 172 188 188 172 172 184 172 180 172 172 172 34 1
1.994858 -0.07945502 2.526268 3.106592 1.541238 3.75619 -2.002042 10.19378 4.506694 6.158533 2.73207 176 172 172 172 176 176 172 188 188 188 188 35 1
3.665952 -8.386594 -0.4820347 6.151235 4.347254 5.11975 4.225619 4.374582 4.907737 4.17431 4.641234 188 172 188 180 188 188 188 188 188 188 188 36 1
2.166715 6.705506 4.028142 1.336363 4.195157 -1.582855 2.461704 2.692873 2.59305 2.20194 2.610155 188 172 172 188 188 188 188 180 180 188 180 37 1
2.770882 4.324571 3.706434 0.3028132 0.4925857 0.3118431 0.5205843 4.102663 4.109258 3.94802 4.251662 172 176 172 176 180 172 180 180 180 180 180 38 1
-3.213952 3.678984 -0.4000844 0.6141602 -3.044696 -0.596596 -3.019422 -2.317165 -2.395256 0.4066214 -2.291739 172 184 184 184 172 172 188 172 172 172 172 39 1
-1.488375 -1.701898 -1.155698 0.024283 -0.5340601 -1.676499 0.4553632 -1.043312 -1.751498 -0.07602737 -1.170465 188 188 188 172 188 172 172 180 184 172 172 41 1
3.202946 -3.084276 0.8815589 6.827226 2.723915 6.745958 2.041009 -0.3318419 -2.195166 0.1877392 -3.264134 172 176 172 188 172 188 188 172 172 172 172 42 1
-3.692051 11.70745 2.956899 -5.474576 -5.258755 -7.467831 -2.922323 1.488549 1.165972 -1.337771 1.374956 188 188 188 172 172 172 188 184 184 188 184 43 1
-1.402937 10.09135 3.790239 -2.83747 -2.8714 -3.900084 -2.995961 2.577181 0.7347334 2.50081 0.5653466 188 188 188 172 172 172 172 188 188 188 188 44 1
-2.050627 -1.704223 -2.483602 -4.200559 -3.565839 -4.211397 -2.287307 -4.235902 -7.776868 -3.905115 -7.723039 172 176 176 188 188 188 180 188 172 188 184 45 1
1.277323 -2.287661 0.1668538 0.6542936 0.8388122 4.474974 0.2725468 4.493363 2.303129 5.118063 0.9191881 188 172 188 188 188 188 188 188 188 172 188 46 1
-2.869289 1.461679 -0.562721 -3.036421 -4.392749 -3.029725 -4.399936 -0.05614949 -0.3847582 0.00692755 -0.4207842 172 172 172 188 172 188 172 172 172 172 172 47 1
-5.319052 -3.705806 -2.322606 -2.764282 -2.707265 -3.804354 -2.101806 -3.070661 -4.277911 -3.464148 -2.956365 176 184 184 184 184 172 184 188 184 184 188 48 1
0.6891301 -2.627525 -1.171102 0.2472868 0.8111086 1.687706 0.7991537 -0.9387915 0.700174 -0.9841242 -5.10027 188 172 172 172 188 184 188 172 188 172 188 49 1
-3.176799 0.9676704 -0.7238586 -2.395325 -3.187507 0.4379664 -3.95287 2.914286 -0.2287575 3.001882 -0.3154772 188 172 188 188 188 188 188 176 184 176 184 50 1
0.968262 1.799818 1.49001 3.923468 1.983161 5.08066 2.119621 -1.030086 1.848553 -1.874983 1.454542 172 188 188 188 188 188 188 172 172 188 172 52 1
-1.332734 0.2011585 -0.9588717 -2.798681 -2.892595 -4.505842 -2.784072 -2.089683 -2.27065 -3.247096 -2.137767 172 188 188 172 172 172 172 188 172 188 172 53 1
-4.052316 1.892717 -2.068134 0.2706177 -0.1477072 -0.8183309 -3.587428 -6.330813 -5.673345 -2.082756 -6.928067 172 180 180 188 188 188 188 172 172 172 172 56 1
1.971554 -4.50847 -1.713127 0.8608473 4.887145 -0.5381134 4.836061 -4.945642 -3.907156 -1.972356 -3.643444 184 188 184 180 180 176 180 172 172 180 184 57 1
-3.854111 0.8277701 -0.2927319 -0.796608 -4.137125 -0.6499876 3.321195 7.992803 5.725426 5.077052 6.642492 188 172 172 188 188 188 188 172 172 172 172 58 1
4.427267 -13.32037 -2.463353 6.591076 6.854624 2.410697 4.471136 3.443612 4.608637 3.031057 4.396715 180 184 184 180 180 180 180 172 176 176 176 59 1
-8.793533 -5.277268 -7.17209 -6.508049 -6.673059 -4.199917 -6.583304 -4.762832 -6.998219 -4.263697 -7.69348 172 176 172 172 172 172 172 172 172 172 172 60 1
-2.905759 -0.7291101 -0.5693787 5.648782 2.804317 5.66966 2.693093 4.220866 3.850738 4.074447 3.623596 172 188 172 180 188 180 176 176 176 176 176 61 1
0.1669914 -2.165345 -0.7736825 0.5039136 -1.782107 3.85147 -1.922363 0.4053119 0.3355979 0.4642531 0.2279092 180 188 188 188 188 180 188 172 172 172 172 62 1
-1.805288 -10.2921 -7.282641 -4.880188 0.06082354 -2.55505 -1.66257 -8.293882 -2.933689 -16.11689 -1.782783 172 188 188 176 172 176 172 180 188 172 172 63 1
6.781184 5.530213 6.025805 4.198328 7.208092 2.517593 3.033072 5.284561 4.331861 2.490995 3.891892 172 172 172 184 176 176 172 172 172 172 172 64 1
-0.04609523 5.981491 2.835551 -0.4932486 0.1451495 1.61853 -0.347671 2.789656 2.524589 3.062989 2.514823 172 180 180 176 176 176 176 172 172 172 172 65 1
-0.7761701 -0.1884997 -0.559717 -1.57403 -0.7562548 -1.319286 -0.9101726 -0.08832395 0.1273051 -0.1569728 0.225616 188 172 180 176 184 176 184 172 180 172 180 66 1
2.181197 2.818558 2.5934 3.004533 3.024186 0.2106318 2.137541 2.038201 0.9064347 2.39198 0.9923093 172 188 188 172 188 188 172 172 172 172 172 70 1
-0.9468454 1.733714 0.3380156 -0.6069842 -0.9586903 0.890978 -0.9034349 -0.1238999 -0.1672769 -0.1637146 -0.08604234 172 188 172 172 172 172 172 172 172 172 172 74 1
-1.866325 -30.22276 -13.93746 -1.887834 -1.972363 -2.071898 -1.854051 -1.842232 -0.8883615 -1.639245 -1.248719 172 172 172 172 188 188 188 172 172 172 172 75 1
-2.071156 1.634511 -0.5216548 0.6320758 -1.412986 -0.150548 -1.215072 -2.736485 -3.45592 -2.598805 -2.758 188 172 172 172 188 184 188 184 172 180 180 16 2
-4.444427 6.322383 -0.1770378 -4.605849 -4.632396 -4.490931 -4.629737 -3.107481 -3.245178 -3.438515 -3.9285 188 188 188 188 188 188 188 188 188 188 184 17 2
-5.336492 1.378432 -2.279091 -2.9407 -1.070107 -4.689676 -1.036414 -3.771017 -9.077056 -10.29121 -5.847922 180 188 184 184 176 184 176 176 188 188 172 23 2
-2.835453 -2.628001 -3.200411 -5.584348 -2.51975 -6.031666 -3.836689 -2.083136 -2.032947 -2.594012 -1.171036 172 188 188 188 172 176 188 188 172 172 188 24 2
-0.2338133 1.095611 0.436278 -0.1381985 -0.02678765 0.9497536 0.0130677 0.4358686 2.004783 0.4013941 1.83764 180 180 180 180 180 180 180 180 180 180 180 26 2
-1.467412 -1.59822 -1.858264 -4.92076 -1.825716 -4.716518 -4.421581 -1.741532 -1.617721 -2.315979 -0.4916156 172 172 172 172 172 172 172 172 172 172 188 27 2
1.212425 1.604994 1.373252 -0.2886065 -6.753229 0.1918632 -7.396663 1.783208 1.47306 1.922714 1.732702 172 172 172 188 188 188 188 172 172 172 172 28 2
10.61187 8.65231 9.079535 -1.535512 2.827369 -1.194302 1.365828 7.784733 7.858938 14.74839 7.675323 176 184 180 172 176 172 176 184 184 188 184 29 2
-3.400514 0.7095829 -0.4928706 1.447 0.4288516 0.4456162 1.213262 4.09002 -9.199414 0.2009036 -9.147692 188 180 184 188 188 188 188 188 188 188 188 30 2
-1.342511 0.08918043 -0.2353853 -2.096421 -1.993679 -3.187658 -0.8275196 2.369945 -1.4175 2.411083 1.744688 172 172 180 184 184 188 172 180 172 172 172 31 2
5.097935 5.38223 5.138518 1.967532 2.022076 3.68077 1.935099 5.081031 5.289323 5.076093 5.098861 188 188 184 172 184 172 184 188 188 188 188 32 2
-6.168062 -6.986052 -6.713021 -4.185276 -3.264866 -4.108891 0.6761319 -6.58462 -6.217031 -6.693305 -6.437685 188 188 188 188 188 188 188 188 188 188 188 33 2
-0.592654 -1.111327 -0.728664 1.205452 0.5576014 1.569583 1.350837 -0.9114553 -0.8362682 -0.5071923 -0.5953878 180 188 180 172 172 172 172 180 180 180 180 34 2
-3.517351 -3.769647 -2.497834 2.734211 -2.320789 -1.89355 1.510886 1.231262 0.7634407 0.1019591 2.770344 180 172 184 180 180 176 188 188 184 184 188 35 2
-1.084174 -2.410567 -1.36959 0.08775149 -0.8745632 -1.699891 -0.8665722 -1.103432 -2.782256 -1.747849 -0.6982957 176 172 172 172 172 172 172 188 188 188 188 36 2
2.308683 3.821121 3.056685 -0.3603577 6.39752 -1.809231 4.342026 2.525756 2.419401 -5.010168 2.658266 188 180 184 176 188 188 172 188 188 188 188 37 2
4.233307 4.503086 4.771424 5.477046 4.10112 5.755517 4.126086 4.194865 4.141531 4.275792 4.153502 188 188 188 180 180 180 184 188 188 188 188 38 2
0.9220152 0.2665819 0.7934645 1.399522 1.497251 5.340133 1.412788 -0.1481967 -0.5987496 1.36908 -0.4575579 172 172 172 184 172 176 172 172 172 188 172 39 2
2.897997 3.020952 2.901049 2.054109 3.001321 1.035213 1.702939 2.534789 3.181901 3.029675 2.535023 180 180 180 172 172 176 172 180 176 180 180 41 2
2.131408 5.377562 -10.40929 4.249197 6.116053 4.412548 3.207594 2.140766 2.491242 4.562424 1.316394 188 172 184 180 184 180 184 188 188 188 188 42 2
0.09228145 0.8030728 0.2375422 -2.533218 -2.449289 -5.760324 -1.828767 1.618472 1.614243 2.309494 1.595525 184 184 184 172 172 172 172 184 184 188 184 43 2
1.618676 -3.950825 -0.4855384 4.549563 4.487897 1.50192 4.555676 -0.8939472 3.624387 -0.8913934 3.650983 188 180 188 188 188 172 188 188 188 188 188 44 2
0.04381453 1.910705 1.136431 -1.615133 -1.998411 -3.071221 0.7966769 1.719694 1.359833 0.364595 1.380847 184 172 172 188 184 188 180 188 188 188 188 45 2
-1.717658 1.76215 -0.2554682 -0.3404865 -0.8866626 -0.5724036 -2.100362 -0.5783683 -1.027999 0.144313 -2.689228 172 188 188 172 172 172 172 176 172 172 188 46 2
2.196348 3.034662 2.153562 -0.5288184 0.6897153 -0.670845 0.5629848 2.271228 2.469402 2.221548 2.510128 180 188 188 188 188 188 180 184 184 184 184 47 2
-1.977481 -1.344083 -1.699867 -0.843708 -1.160447 -5.076612 -0.3928236 0.4708885 -1.303998 0.9273294 0.6385936 188 184 180 176 176 188 172 180 188 180 176 48 2
7.1141 -2.820991 2.954831 4.490411 6.571937 2.487189 6.338776 5.980369 7.122304 5.846633 3.296042 188 172 188 188 188 176 188 188 188 188 188 49 2
-14.08338 -1.935372 -6.853583 0.1504722 -4.966699 1.4061 -1.317273 -3.429307 -4.76037 -3.363328 -4.65374 172 188 184 172 172 172 188 172 172 172 172 50 2
2.378091 -1.225595 0.9461855 4.268531 2.604156 5.938622 2.563385 0.2303888 2.155121 1.254772 2.148322 172 188 188 184 188 188 188 188 188 188 180 52 2
-2.676653 2.235304 0.3119609 0.6594351 0.5585846 1.429097 0.5826602 1.70221 -0.1959951 3.206758 -0.02158369 180 176 180 188 188 180 188 184 184 180 184 53 2
0.6763241 -2.615446 -0.7090889 3.300905 2.440329 3.082239 1.312737 -1.220345 -0.8107173 1.652718 -1.117635 188 188 188 188 184 184 188 188 188 188 188 56 2
5.687669 -1.976862 2.096184 2.336463 6.399591 2.597557 6.323459 2.350615 3.547165 1.296084 3.526533 172 188 184 172 172 172 172 176 176 172 176 57 2
1.955233 1.919654 1.757577 3.800168 2.042824 3.144831 5.279906 -2.550544 -1.018188 0.3819158 -1.584503 176 172 172 180 176 180 180 188 172 188 172 58 2
2.926305 5.798778 3.684234 1.904129 5.032248 -0.3931342 3.505634 -0.9068864 1.955489 0.6663343 2.009526 172 188 172 172 172 172 172 172 172 172 172 59 2
-5.940753 -3.208313 -3.42089 -0.8266937 -2.4575 0.8587093 -2.234276 3.453821 -0.8151497 1.93983 -1.594363 172 188 176 172 172 180 172 176 176 176 176 60 2
3.679913 1.974315 2.52462 2.530357 3.309758 2.391762 3.392501 2.005569 2.184793 2.150775 2.105678 172 172 172 184 172 184 172 172 172 172 172 61 2
-0.2546156 -0.6853638 -0.7557709 -2.615176 -1.712752 -3.816956 -1.60436 0.01188456 -0.01543952 0.04702668 -0.1553793 172 184 180 188 176 188 180 172 172 172 172 62 2
-0.9026338 1.050253 0.3366476 -1.575545 -1.412255 -2.530777 0.3050781 1.655946 0.6170757 0.540597 1.668331 180 188 188 188 184 172 184 188 188 180 188 63 2
2.618163 -7.133964 -10.08841 0.8450943 3.818698 0.715646 2.657238 2.538575 4.098849 3.4528 2.469138 176 176 188 184 172 172 172 188 180 176 188 64 2
3.822991 3.572234 3.363361 -0.92564 -1.534715 0.4905027 -1.91949 3.549859 3.311132 3.539317 3.418587 172 188 172 172 172 172 172 188 188 188 188 65 2
-3.677821 -4.039672 -3.733457 -1.565862 -2.328769 -1.593326 -2.281814 -3.252643 -3.970325 -3.252734 -3.754487 184 188 188 172 188 172 188 188 188 188 188 66 2
2.873287 2.651809 3.127744 3.8146 2.846185 -2.933312 7.254985 1.967978 2.780174 -0.771252 2.741915 176 176 176 180 180 188 176 176 176 180 176 70 2
2.229735 2.296856 2.353796 1.873921 2.145968 0.1479426 2.262134 2.087533 2.031035 2.034344 2.060101 172 172 172 172 172 172 172 172 172 172 172 74 2
-0.7407393 9.21904 3.149295 -0.7601559 -0.7177112 1.674346 -0.6606199 -1.831495 -1.187693 -1.44113 -1.76119 188 184 188 188 188 188 188 180 184 180 184 75 2
