O1 O2 Oz PO3 PO7 P7 PO9 PO4 PO8 P8 PO10 ID emotion artifacts
13.65923 6.089637 26.16935 6.004282 15.80093 1.108919 20.05825 1.631616 1.105886 -3.00227 1.379043 16 1 1
-16.57777 -21.60108 -23.64636 -18.9554 -9.749111 -0.2253396 -8.768764 -21.29448 -20.46291 -12.91823 -21.20989 16 1 1
13.11487 17.23329 10.2708 14.30083 20.66491 15.63833 3.227036 14.88803 15.96343 15.99451 14.14247 16 1 1
18.83019 19.31613 34.43631 20.28295 8.315209 10.47755 8.908604 17.92028 18.07201 -0.6785256 18.05122 16 1 1
12.56835 7.068026 13.97477 1.431299 11.64336 8.075042 13.61499 6.128907 6.501516 16.34808 6.018763 16 1 1
11.99855 -1.908547 0.05486923 4.209932 24.02593 15.74572 28.30968 -2.201986 -3.43344 -3.54476 -4.116816 16 1 1
-0.3096298 17.42908 11.3969 -5.811982 -12.20623 -18.04499 -13.7422 13.95161 15.05553 17.86521 16.47591 16 1 1
0.7218614 -0.4852082 3.481074 -2.009185 -2.634168 1.186461 -9.290989 -1.190736 -1.976007 -1.021385 -1.093241 16 1 1
9.485755 9.220551 9.58704 36.17799 -1.749237 -12.18225 19.2913 7.329525 7.447573 -3.48208 7.668315 16 1 1
-10.60559 0.6234909 0.7193419 -12.14989 -23.36318 -16.13049 -7.513698 2.893952 2.976544 23.05917 1.180707 16 1 1
-14.69117 -8.114676 9.084118 -12.74538 -19.90959 -23.05298 -15.23783 -9.32577 -9.743842 -21.87103 -11.91324 16 1 1
-19.64095 -16.33958 -20.00709 -22.99139 -23.55783 -22.01751 -3.661939 -16.93697 -16.90974 -31.0353 -16.5798 16 1 1
20.02443 20.73682 9.009763 17.55464 6.060112 1.635912 1.197001 22.9194 23.04891 55.12854 23.29252 16 1 0
-6.824406 -3.334219 6.057268 -2.958744 -8.448869 -13.22561 -5.958963 -3.669795 -4.090381 -18.16799 -4.541472 16 1 1
-20.77297 -27.77799 -21.45676 -3.986124 -9.155305 19.99713 -37.24979 -31.38646 -32.43394 -34.48919 -33.03878 16 1 1
-23.10065 -36.1357 -35.70422 -15.87254 -5.458058 2.486864 -1.32833 -35.62342 -35.93554 -26.99065 -36.09052 16 1 1
-14.69517 -12.8536 -18.16076 -5.451253 -1.586109 -6.280104 -9.091685 -8.830425 -10.0528 -4.267076 -10.26204 16 1 1
-7.460163 14.71444 8.654299 -10.75383 -18.37498 -31.03291 -14.22597 13.97616 13.5773 18.99325 14.4958 16 1 1
-37.9659 -18.96903 -26.9328 -31.45518 -38.18709 -16.36519 -44.85376 -15.58532 -15.34838 -9.253636 -15.12411 16 1 1
5.960998 -0.5067461 -2.107039 2.466654 8.945698 15.88834 7.879391 -3.150904 -2.746448 -8.03854 -1.961053 16 1 1
35.33771 15.29514 40.38042 21.59318 11.98732 -5.688142 3.699181 6.594427 6.811934 30.10148 4.63415 16 1 1
5.193781 2.091412 16.74951 5.574928 -3.094088 -9.392818 -17.21909 -1.328163 -1.201917 -8.179121 -2.675791 16 1 1
-8.177357 -42.73267 -39.18842 0.6453737 17.88892 34.7023 10.604 -40.86985 -41.17838 -23.9439 -39.15007 16 1 1
7.610186 28.84094 13.78211 14.04919 6.2811 1.294536 -1.356551 30.29141 29.34695 3.531129 30.06063 16 1 1
-3.147679 -1.739312 -6.601084 -4.070316 7.735998 -4.805606 23.99868 -1.306489 -1.146355 -12.24301 -0.6901909 16 1 1
-26.97845 -12.9026 -17.37853 -14.62866 -32.30175 -10.57221 -46.78518 -9.279748 -10.65141 10.46879 -11.18762 16 1 1
-4.785497 1.440004 -2.779902 2.116685 -9.729114 4.619841 -13.55695 2.27 2.315651 -11.07972 2.718476 16 1 1
-20.61995 -30.48071 -16.44866 -13.56996 -24.85648 1.156814 -43.57097 -30.62875 -31.29658 -26.92879 -31.30011 16 1 1
-10.89134 -23.72896 -17.29165 -1.673191 10.51203 11.54757 39.65018 -22.29984 -22.35088 -26.37208 -21.28474 16 1 1
-15.75922 2.704389 -2.933722 -4.394612 -27.65094 -13.70909 -36.90257 0.5457082 1.672186 5.389163 1.129183 16 1 1
35.66238 1.544519 29.09943 25.22725 25.63112 18.52126 24.10721 3.26839 3.394137 -21.20281 1.520114 16 1 1
29.58573 18.5055 27.37343 14.03969 8.360806 -10.36102 -2.353791 17.84415 16.78022 0.04148716 17.94341 16 1 1
-15.20254 -12.40933 -13.78978 -13.68799 -19.03599 -5.416422 -45.1189 -8.783222 -9.680214 -3.39832 -9.047435 16 1 1
12.32742 21.96564 26.78288 18.18622 21.72389 -2.2511 18.17854 26.01755 26.87581 -25.84655 25.13869 16 1 0
11.16446 33.69101 35.12687 12.03843 -3.19748 -17.38044 7.489048 30.55427 29.18201 31.78625 28.10794 16 1 0
-10.19171 -14.72826 -11.43715 0.8801471 -13.59611 -2.892874 -60.94871 -15.63009 -14.34527 -51.90934 -15.88258 16 1 0
19.84199 6.636755 18.75237 18.74006 18.90571 21.98026 10.52667 5.598499 6.688396 3.716453 7.397924 16 1 1
-27.40431 -34.54593 -43.24415 -4.853947 -6.199567 14.93012 -25.12823 -30.457 -30.23134 -18.09029 -30.60226 16 1 1
-3.744797 -10.41431 -9.916773 -14.71127 12.00643 32.93344 42.28841 -11.38222 -10.03285 -7.296144 -8.984681 16 1 1
0.8992789 -7.952668 1.530398 -11.34692 2.928102 3.960737 4.657084 -10.48726 -9.392764 7.651389 -7.849394 16 1 1
-16.34204 5.658228 -7.727331 -0.2766506 -20.97084 -10.90833 -45.73983 7.764281 7.58228 9.69912 7.182744 16 1 1
-28.63058 -16.83416 -25.87107 -30.50877 -29.31143 -21.35307 -34.92001 -18.13878 -17.2384 4.77574 -18.35266 16 1 1
12.02879 -13.40501 0.5635952 4.718959 12.79562 -0.5902177 13.06351 -13.11465 -13.0764 6.577313 -12.91135 16 1 1
-17.79824 -17.14519 -21.0528 -1.357414 -3.682776 12.50007 -3.041612 -16.9315 -17.00264 -0.4398124 -18.67517 16 1 1
1.24878 15.60794 8.496989 4.164807 -0.3631426 3.524215 8.422645 15.75677 16.0656 24.68381 15.34181 16 1 1
11.26903 -12.85837 2.497022 6.314995 16.69784 11.44609 8.43623 -20.90423 -19.11482 -1.968825 -18.13857 16 1 1
-7.966394 5.663973 -10.5629 -13.8949 -2.932819 10.94176 10.68384 2.739762 2.893834 1.084365 3.973681 16 1 1
30.12072 23.20175 30.75989 22.82725 25.26934 8.484013 34.44941 21.79927 21.50968 15.75696 20.4103 16 1 1
-5.856099 -3.632797 -6.007043 1.199591 -24.16666 -21.27186 -38.48784 -4.136 -4.765884 -12.37521 -5.625885 16 1 1
-3.939365 -13.46506 -7.658351 7.998462 -15.64097 -13.33852 -30.93207 -12.68553 -11.88064 -13.84057 -12.80559 16 1 1
-7.11213 -7.712506 -7.251969 -7.384272 -4.241442 -3.964847 -16.70929 -7.381456 -6.810137 -8.226149 -7.887478 16 1 1
-20.62243 -19.47592 -16.51908 -5.280898 -28.72818 -16.16644 -30.91717 -19.43473 -19.74643 -25.91297 -20.2656 16 1 1
-6.395204 -6.42039 2.263858 -7.478677 -10.6927 -0.07807466 -10.0282 -6.613103 -6.589964 -8.367845 -6.593163 16 1 1
5.915541 -3.420442 -1.109617 4.939045 14.16469 2.959443 16.78054 -3.864333 -4.194605 -4.262159 -5.076342 16 1 1
-3.032382 -3.919374 5.063534 -2.928841 -6.376719 -2.842489 2.522135 -5.241074 -5.514649 -13.38235 -5.494308 16 1 1
-4.232102 -3.971251 -5.576955 -2.064078 6.304374 9.233457 -2.511369 -3.156713 -3.278941 -10.1551 -2.544194 16 1 1
12.8858 3.405144 12.17364 14.03655 14.26091 9.807877 24.15557 3.305065 4.609778 -3.720735 5.423618 16 1 1
12.41641 -2.446818 -3.1305 7.194614 13.70081 13.17518 -17.3805 -3.891026 -2.49509 -12.44573 -3.33713 16 1 1
13.38555 18.572 17.75374 4.032233 11.32871 0.4485165 -1.609728 20.82008 20.68074 5.587498 19.615 16 1 1
-3.606022 -18.88434 -7.365112 -3.576515 -3.99461 -4.426708 -3.095558 -15.71671 27.83103 -29.50465 -0.3348472 17 1 0
2.510759 83.63292 16.98335 5.001283 1.870474 2.104817 2.786557 47.23392 65.84245 31.83576 19.53197 17 1 1
-9.283085 9.458556 8.603361 -8.403065 -8.79153 -10.02793 -11.68269 17.18984 -0.7191564 38.09032 20.29071 17 1 0
-12.16553 -35.36357 -7.672109 -13.4208 -11.63779 -11.55461 -11.42994 -25.6544 -44.20122 -22.32198 -11.07967 17 1 0
-7.14961 11.9428 18.35492 -7.198575 -6.847526 -7.356918 -7.635297 26.6509 15.19981 -1.766064 -4.58352 17 1 0
28.85385 22.62537 28.66879 29.83533 28.01532 28.74682 28.83239 21.06917 9.945244 17.62284 14.94984 17 1 0
6.014875 -3.791177 11.12601 6.352201 6.793982 5.822918 5.373072 14.48551 2.25794 2.659779 -6.130285 17 1 1
3.520195 36.86745 33.16116 8.369569 2.598576 1.856377 2.482437 36.17541 51.98113 27.32984 -2.113246 17 1 0
-2.067066 66.02048 -3.321792 -3.203854 -1.465647 -0.8140853 0.9190125 -22.08525 -40.59785 -44.69518 -35.56866 17 1 0
23.57517 63.24726 28.36491 24.562 23.35154 23.59796 25.81536 42.14917 67.02274 20.81743 36.02081 17 1 0
-18.98434 -16.60012 -3.37907 -21.05564 -18.85353 -18.53586 -21.21904 -50.7358 -28.06 -15.71243 -8.419628 17 1 0
33.22297 48.9234 18.29449 30.75233 31.80505 32.93487 30.87969 -48.81984 32.22926 -21.46053 -1.049882 17 1 0
-5.054036 -73.0574 1.678513 -6.53703 -4.667927 -6.181042 -8.509226 12.7352 -16.43669 11.25009 14.87804 17 1 0
-8.447584 -23.05897 3.907085 -8.301947 -9.299951 -7.468004 -4.58872 3.480365 0.6885287 -7.702459 29.85177 17 1 1
-3.610621 -69.07255 -43.49579 -7.100393 -2.922004 -1.224678 -2.460167 -69.31317 -97.36733 -60.95118 -54.84882 17 1 0
17.151 19.11965 11.44814 16.401 17.33153 17.96931 20.06225 18.96915 -2.22325 42.72073 33.30241 17 1 0
-24.08625 22.99702 -19.00744 -25.23555 -23.13137 -23.1799 -25.87489 -12.90104 15.69107 0.8714644 1.640585 17 1 1
2.839985 -10.03572 -12.18591 -0.6971083 3.751848 4.582524 4.757217 -44.50675 -43.40821 -20.26571 -8.041606 17 1 0
-16.01394 -119.1912 11.22614 -15.15615 -16.55535 -16.65655 -17.49833 40.89118 28.73536 35.49716 45.90556 17 1 0
-4.667874 -13.27097 -10.11873 -4.153976 -5.473653 -5.483354 -4.695314 -52.71477 -26.64173 -38.17094 -33.43535 17 1 0
-7.73555 25.10209 -1.479131 -8.893894 -8.78659 -8.468685 -7.181931 -4.777749 2.995954 -10.10624 10.08635 17 1 0
-32.25025 4.515884 -16.54322 -33.40047 -33.23063 -32.16777 -33.54772 9.978271 8.308908 24.71429 11.34324 17 1 1
-4.391794 -67.34946 -26.47648 -6.828822 -4.708403 -3.468544 -4.210356 -30.26954 -56.15194 -34.99255 -27.18455 17 1 1
3.476791 -4.432146 -8.628293 3.547542 3.842528 3.903639 3.710941 -11.90998 -15.55393 -17.41418 -10.24937 17 1 1
20.79259 22.33039 8.585979 19.80499 20.16875 20.71676 20.04543 -21.36864 -22.8 -12.25975 -10.55719 17 1 1
-4.341048 -2.900887 4.084356 -4.79639 -3.642038 -2.752172 -2.676073 5.889166 20.27889 21.51951 28.53378 17 1 1
-14.41836 -28.19779 -18.37765 -14.51904 -13.00182 -13.44795 -11.98695 5.549949 -3.396266 8.796006 -15.13442 17 1 1
-8.80875 -1.494402 -15.04398 -11.75392 -7.402631 -7.85351 -7.173497 -17.24185 -11.48393 -28.05713 6.961502 17 1 0
-16.27569 -31.38326 -29.92635 -17.65588 -15.16885 -16.65414 -15.87013 -28.49955 -30.241 -13.40788 -7.612472 17 1 0
-16.68537 -8.731297 -9.006871 -15.14526 -16.36012 -17.02582 -16.74491 6.927336 -6.166286 -4.250718 -12.72766 17 1 0
2.541312 -18.83002 -8.428608 2.984741 1.588266 2.421876 2.752831 3.530062 -8.816677 3.203306 9.108677 17 1 0
-10.94087 -32.69203 2.611003 -10.50824 -10.45098 -12.04956 -11.58026 7.099287 -3.814371 -13.43989 0.5654601 17 1 1
-24.56694 -6.882689 -14.93514 -27.25645 -23.8001 -23.04863 -23.67856 -20.81828 -18.36128 -3.100319 0.3578606 17 1 0
-5.59485 -37.21412 -32.34057 -6.207246 -5.862558 -5.269095 -6.494154 -35.56297 -25.94695 -27.22543 -22.16142 17 1 1
6.677089 -30.09815 -21.82241 5.528171 5.388955 6.524701 3.859995 -38.25961 -44.92203 -21.15578 -18.64081 17 1 1
8.806601 -11.95287 -5.073394 8.644905 7.142703 7.050685 8.986089 -7.983257 6.21673 10.24518 16.94406 17 1 0
-32.25559 -8.1001 -33.00422 -32.49898 -31.23402 -32.19155 -30.30752 -5.153935 13.95057 1.737749 -12.8327 17 1 0
6.700052 8.539585 -3.886311 5.464839 7.88944 7.278534 8.316377 9.331005 5.483732 8.875561 15.56755 17 1 0
-9.781557 -1.789798 -11.0577 -10.64651 -10.99619 -9.971334 -9.456662 17.25929 13.19982 1.476922 -9.110371 17 1 1
12.30079 11.86011 -3.29383 11.57158 11.66472 12.03229 11.84266 -7.974404 5.484876 19.01326 2.366677 17 1 0
-8.762275 -2.899405 -20.45893 -10.65744 -8.057933 -8.900505 -7.397421 -5.272178 4.273226 -4.036345 0.7105007 17 1 1
29.51475 -3.855728 16.57982 29.72538 29.45692 29.33877 30.56816 -3.163054 9.366474 2.215599 -6.848205 17 1 0
-10.64247 -44.44515 -40.40751 -10.79813 -9.552692 -10.25385 -11.58634 -66.39468 -79.40188 -57.97438 -43.90199 17 1 1
-1.283465 -11.86722 -4.770324 -2.734021 -1.061916 -0.5377223 -0.278123 -20.38986 -12.98383 -4.248953 0.4258917 17 1 1
13.86333 18.56911 20.67648 13.86616 13.36659 14.21342 14.28344 10.47909 3.853891 -7.789582 14.28242 17 1 1
-15.74876 -20.16176 -32.239 -16.20587 -15.70098 -14.71205 -14.88217 -11.31037 -3.773935 -6.844439 1.72722 17 1 1
32.90412 25.49159 14.92545 32.73952 34.08394 32.68542 33.35513 33.21597 19.09959 12.95045 15.41358 17 1 0
-0.1706499 21.21631 13.83009 0.6202086 -1.843054 -2.454745 -2.552588 25.50871 24.39742 29.73075 10.66182 17 1 0
7.565051 -35.56164 3.444864 9.14494 8.112808 7.930055 8.124708 -0.4758486 -26.52955 -12.87022 0.8704162 17 1 1
9.966137 28.06215 22.57803 9.597155 8.786029 10.28861 10.19216 23.46662 22.05643 13.4174 15.74168 17 1 0
3.095038 -7.676606 -0.3545569 4.03966 3.814818 3.67474 3.062619 -11.58876 -17.47717 -7.054362 3.312436 17 1 1
-12.85997 -2.774467 -5.237013 -12.93762 -13.09237 -13.37717 -14.07311 -3.303262 7.639715 -11.38443 -6.007605 17 1 1
-3.145583 4.270735 -1.700966 -1.611023 -4.136023 -2.354672 -2.978337 -23.76927 -28.22281 -34.061 -18.08688 17 1 1
-0.2502404 3.529486 4.288474 -1.272898 0.826215 0.7249405 0.328893 13.51282 7.310111 4.975248 2.755293 17 1 1
3.951355 -12.68686 12.76452 4.591764 3.882263 4.033867 3.934008 0.7239827 -9.658309 -1.364978 18.27775 17 1 0
5.291002 14.31773 28.12523 8.607411 5.831744 4.493523 3.600735 18.05246 16.11688 3.282123 -8.542294 17 1 1
-17.73177 -17.35695 -19.09589 -18.89662 -17.14509 -17.29118 -16.74488 -32.68977 -32.07536 -11.40193 0.9660172 17 1 1
-14.05662 -71.05923 -41.72714 -18.87712 -13.52291 -12.8176 -11.75457 -50.17058 -58.90825 -13.46049 -8.994082 17 1 1
-9.458714 19.90029 -1.993833 -9.623365 -9.951202 -8.473472 -9.790016 2.207205 31.27673 29.17889 16.64124 17 1 0
-22.95092 78.0697 -2.490377 -22.25739 -23.22696 -22.95477 -21.5596 -17.56813 28.77392 3.544702 1.926823 17 1 0
46.66086 -49.55883 6.828576 46.23192 47.13162 47.5278 49.59118 28.48482 -21.94078 -21.12749 16.20355 17 1 0
-10.73556 69.02774 36.60501 -10.08239 -10.11974 -13.31295 -13.63464 38.70103 35.97056 48.94528 18.66207 17 1 0
-18.38498 -101.3872 -30.73062 -18.1006 -18.67228 -18.0855 -17.52445 -1.931119 -42.11098 10.18221 3.912868 17 1 0
3.024988 -2.459558 -17.0596 0.3193436 3.136092 3.983598 4.211949 -13.89709 -14.37354 -16.68019 -5.197968 17 1 0
-7.080114 32.07029 12.93654 -5.021967 -8.410052 -7.761495 -6.809621 19.51133 44.43437 13.43297 18.38272 17 1 1
6.287736 28.92769 -0.76072 7.089801 6.780037 6.902535 7.098002 9.99423 17.0895 0.3080557 -0.3197193 17 1 0
-8.931163 -32.50425 -3.683364 -10.09498 -8.692675 -9.823551 -8.389652 -18.93623 -8.419941 -8.985466 4.569856 17 1 1
-7.876085 12.65381 0.2836608 -6.464791 -7.039183 -8.232878 -8.901119 -10.37954 -26.46568 -14.94458 -1.945938 17 1 1
-16.79541 -10.30479 -16.98059 -17.1573 -16.8021 -16.05807 -17.17928 2.047491 22.56435 17.96477 8.34943 17 1 0
-19.92321 -14.13039 -13.9842 -23.0276 -20.70991 -20.67621 -19.91595 1.590493 17.16063 32.89305 13.46079 17 1 1
15.14951 38.07085 35.75497 17.30246 14.27773 13.49707 14.32301 53.07929 38.82642 23.10123 6.718333 17 1 1
2.907144 -7.49291 -1.479821 2.126193 3.171568 1.719945 2.311876 -0.4270526 -13.87021 4.69117 -2.829234 17 1 0
4.498449 2.873501 5.550797 4.094164 5.543689 5.750391 4.746202 26.75772 14.36029 18.67041 10.31732 17 1 1
-4.911664 -4.607312 -25.94672 -2.927726 -4.794983 -5.706167 -5.98966 -13.96125 -11.42723 -16.25535 -8.274503 17 1 1
7.952632 -2.630981 -10.5116 7.702002 8.103951 8.402802 9.125294 19.08425 -1.787229 2.71548 -11.1381 17 1 0
8.289463 -49.2747 -13.74072 6.6471 9.648586 10.52098 9.203781 -34.70747 -40.69748 -27.26959 -14.04984 17 1 1
-9.827427 -35.20079 -30.31295 -11.34092 -10.31634 -9.598933 -7.976179 -9.087948 -18.66699 -5.977397 -13.2071 17 1 1
-12.04433 -24.52037 -27.28979 -13.9349 -11.67064 -11.02254 -10.40522 -35.23593 -37.21905 -28.98918 -22.66579 17 1 1
-18.44643 -49.83595 -23.59394 -17.48329 -18.50855 -19.27998 -19.37226 -39.93721 -50.3763 -47.42259 -15.15644 17 1 1
6.099855 36.95058 27.43917 8.607933 5.705864 4.895841 5.788383 48.30428 48.08153 53.56297 29.88622 17 1 1
-11.4183 -14.9117 -26.33056 -12.87361 -10.12355 -10.62258 -9.944669 1.569665 2.358768 10.7462 -4.318393 17 1 1
-15.34244 38.4085 17.30066 -13.9015 -16.20897 -16.00306 -17.20154 28.67457 62.5526 37.66701 17.04535 17 1 1
-18.15026 -15.77726 -28.32543 -18.54024 -19.08951 -19.70034 -18.97548 -35.87252 0.2712066 13.72525 -5.82121 17 1 0
-1.366259 -21.98771 -8.781755 -0.5709143 -2.021608 -1.36199 -0.8816395 -11.17644 -13.60046 -2.868727 -20.28657 17 1 1
12.40094 -11.50783 -1.977616 12.9502 12.38396 13.3153 11.98545 -27.69577 -12.05451 -7.661704 -5.371973 17 1 0
-28.86369 5.032003 -14.30131 -30.83706 -29.07195 -28.4262 -29.03525 -10.55844 8.932043 8.55335 -3.729635 17 1 1
-43.45668 -60.46193 -60.83034 -43.45941 -43.05146 -42.25316 -42.16455 -54.13479 -68.92793 -70.50461 -71.45905 17 1 0
-2.734635 25.01109 14.23934 -0.05445377 -3.371844 -4.057071 -2.053742 29.93711 37.76385 28.16137 25.75714 17 1 1
-3.254277 37.94295 21.9166 -3.490075 -4.879789 -3.14836 -3.949374 11.99721 57.92954 11.69811 32.95297 17 1 1
14.81352 28.75475 7.442051 14.58686 14.96582 14.33632 14.17774 -1.926148 9.422755 -5.298929 -7.988255 17 1 1
12.51042 21.39753 -48.61752 27.39949 28.32973 28.71217 29.42918 22.7316 21.68563 23.79616 28.24694 18 1 0
-32.8868 -3.406461 3.843806 -39.21027 -51.00418 -51.17753 -13.15482 -5.655184 -2.297374 -3.315606 14.35512 18 1 0
-26.90055 -19.34037 -16.53443 -17.97382 -9.787212 -10.53387 -7.851034 -20.24082 -17.90699 -18.03843 1.992557 18 1 0
10.48074 9.277023 126.0588 10.72563 10.67324 8.959767 12.17011 5.167084 2.266154 6.566882 15.30639 18 1 0
-4.335076 -30.58665 179.6037 -0.7957273 -8.579941 -7.606712 -16.48081 -38.85334 -39.61032 -37.75647 -12.16701 18 1 0
16.84847 21.21788 -53.87299 -3.36876 -14.99703 -14.73638 -15.81607 24.60141 22.60427 21.53757 11.87391 18 1 0
-16.52979 7.989828 3.052334 -13.40454 -25.23138 -24.1736 -11.95519 1.924298 3.971163 0.8668929 15.43224 18 1 0
5.741273 -8.398052 -59.87338 9.78428 -15.44066 -16.28794 -29.483 -2.728215 -4.479441 -4.270797 -20.10322 18 1 0
-49.92561 -36.77581 84.06986 -33.20081 -13.03407 -13.25296 -16.29799 -40.80983 -40.42902 -33.86672 -47.04269 18 1 0
24.65187 -4.970424 -28.0654 6.488518 8.759404 8.215145 2.359379 -2.720224 -3.368054 -2.834731 -11.59805 18 1 0
-37.2785 -21.74062 -33.86122 -34.56184 -11.48096 -11.33063 -29.01442 -24.11615 -24.51136 -25.4761 -30.71638 18 1 0
-4.797634 2.066948 181.6937 -3.596208 -3.60986 -4.167866 -7.615484 -3.739367 -7.482161 -2.765899 14.79272 18 1 0
-40.87454 -30.54943 85.32601 -18.8874 -22.05419 -21.85378 -28.35403 -30.10818 -30.92539 -30.53493 -20.56916 18 1 0
5.445011 91.67323 -596.5015 -21.51933 6.750325 5.029767 38.68557 70.28905 60.18483 52.43354 35.30154 18 1 0
20.71714 -68.28614 297.8482 15.70326 21.97092 18.83451 54.32998 -64.25153 -62.16094 -51.53827 -29.01634 18 1 0
-5.167348 -3.69879 -149.4714 -37.05964 -7.076228 -6.507911 -11.3934 5.588024 13.01973 18.63152 -42.5153 18 1 0
19.38686 37.05001 -220.3054 -11.19354 -26.39001 -26.53266 11.09902 41.61826 44.38036 44.36424 27.85732 18 1 0
1.464107 15.20667 69.84185 28.51279 16.2657 14.44464 17.90899 11.70941 7.374226 6.6121 6.418554 18 1 0
6.199413 1.616631 -150.6299 -24.70789 -28.66658 -27.83369 -12.55961 3.033522 3.074066 2.522462 -1.171245 18 1 0
-20.70141 9.915899 -120.957 -18.08064 3.416714 3.224722 -5.576873 10.91237 11.52892 11.81397 17.77458 18 1 0
-53.19467 -14.5281 -12.35907 -18.9186 -17.65763 -21.67049 -50.57426 -6.990124 -0.9857896 -4.362673 5.971478 18 1 0
11.21338 -1.513955 -147.3385 -13.43075 25.83906 25.59327 8.797889 7.216381 7.336078 6.405035 -8.961284 18 1 0
-6.841415 -17.56596 69.2263 1.907235 -14.27554 -13.83222 21.67656 -21.41262 -22.09668 -20.21625 27.09341 18 1 0
28.66595 -18.68834 -108.0476 32.99553 33.22168 36.06717 51.80307 -19.23196 -17.629 -19.43121 -3.723239 18 1 0
13.52746 -9.789087 10.43212 31.69852 24.40121 24.47393 9.058135 -8.608177 -9.238781 -5.915236 -11.08255 18 1 0
22.4704 13.24628 51.06873 15.06257 27.69553 29.43584 27.72403 13.10672 11.25264 14.32637 -1.417135 18 1 0
