O1 O2 Oz PO3 PO7 P7 PO9 PO4 PO8 P8 PO10 ID emotion
18.74401 -3.674379 7.113348 11.23693 19.72217 5.805953 8.913584 2.759149 6.154447 3.021632 3.06615 16 1
-16.07624 -13.60211 -12.63355 4.902665 -4.039298 6.395291 -0.1969601 -3.730039 -5.84885 -2.943676 -2.895754 16 1
43.74744 11.03756 30.5597 24.38581 27.07507 18.04803 32.44445 36.16259 34.06486 35.02145 34.56141 16 1
-15.85517 10.01157 -6.082509 -24.42893 -22.76947 -24.83593 -15.91521 -13.27015 -14.44828 -13.21234 -12.60471 16 1
-8.568514 4.425473 -5.04679 -21.46361 -14.20982 -17.94131 -6.919779 -10.4373 -10.27796 -11.03044 -10.16663 16 1
7.945134 20.52685 12.65203 11.34504 12.45733 14.86306 -3.704152 1.076887 0.5929489 2.537635 1.284889 16 1
-15.64633 -17.97752 -17.62284 -10.42 -15.94028 -9.671484 -9.586279 -21.89819 -24.32683 -23.13364 -21.78239 16 1
-1.251424 -19.67709 -6.345119 -0.3026971 -9.312643 4.289426 -9.854053 4.598796 3.179513 5.208424 4.784687 16 1
12.88235 -12.79984 2.475552 11.69194 16.57035 9.65267 17.69839 12.47806 15.37469 13.46606 13.10406 16 1
-18.08252 9.146893 -7.895728 -26.22951 -21.95389 -21.25788 -10.19119 -13.3235 -13.83818 -14.11578 -12.89833 16 1
16.26441 13.96538 12.29122 7.209479 19.94519 14.39208 12.06862 -2.456762 1.751215 -3.059122 -2.442453 16 1
0.04390439 10.00135 6.095732 9.509182 -1.728347 -4.028534 -0.09032472 5.329616 5.097162 5.289422 4.850875 16 1
12.68476 19.12501 14.77122 -5.173379 6.954865 4.174932 7.347316 16.7373 17.3958 17.81852 17.06319 16 1
8.871754 6.800929 5.040902 -17.15891 -0.3277522 -8.827831 0.3672766 -1.210422 -1.47626 -1.983906 -1.64376 16 1
-33.61822 -14.90188 -26.42937 -28.0013 -28.52583 -28.82075 -32.34549 -21.79731 -24.8195 -22.33197 -22.38831 16 1
13.47904 -7.402815 4.827876 24.96654 19.59319 27.53577 14.95379 -0.2922819 1.188024 0.1508142 -0.7569987 16 1
-0.01449652 19.018 8.590051 6.996902 7.797545 10.64216 8.971029 7.345052 7.200749 7.238017 6.699881 16 1
7.678683 -1.2834 5.368421 12.30314 8.000392 13.15597 -5.885848 11.18929 14.00261 12.72969 11.7317 16 1
-0.4031931 -1.493617 -3.336723 -15.43948 -11.42753 -23.02232 -6.272204 -6.210864 -4.636471 -6.847093 -6.029334 16 1
-33.44088 21.95609 -9.501999 -39.31551 -27.58816 -42.49679 -15.65092 -8.526655 -9.445551 -8.170061 -9.375776 16 1
3.070532 3.243199 5.361352 10.08291 8.090753 14.94122 5.928596 5.89173 5.98871 5.344218 6.081744 16 1
-26.98767 11.45193 -12.16101 -25.09137 -28.10048 -10.37735 -18.35777 -20.4468 -22.20549 -20.2827 -20.534 16 1
-11.58591 -0.1877062 -4.885243 -15.92953 -19.44049 -4.843715 -20.49977 3.109391 1.301419 3.012463 2.943082 16 1
