"twent"	"fort"	"sixt"	"eigt"	"oneh"
8.43235422464326	4.88181840117605	7.025704350504	7.56467618716908	3.86181341094049
9.27816197251694	6.20589191593658	9.77945811550746	10.2463492258684	9.26205758635765
14.7155956466615	7.81531730203951	13.9590765454636	12.6294845684528	15.1909025201365
12.9285588302972	10.1256429211268	7.62031687621938	7.81006346403238	6.55546229800418
11.0902145190302	11.0230795463986	8.7584843508812	8.96652804036147	8.08741062752547
7.59970512566851	5.89011307135297	8.52349645080685	6.86904266796164	5.83392869507897
11.3899744052708	8.65986129009598	7.93722762484957	8.76833707454788	5.9383527880639
8.29976508685841	7.75593492015946	4.21821243840176	5.41180290640457	3.25633294913259
8.30898468873521	7.39534813378459	7.62589552888559	6.11027210215973	10.4681692228696
11.5666312935344	11.1661192757944	17.4852370049299	12.4417223929453	8.95858357610177
12.1735031184072	11.4634169740917	13.2428764333759	11.8957713629332	5.2525181308427
9.74965592947859	8.07216072618674	9.6668934116007	10.0319823644174	5.77985689032957
10.8448545390272	15.3342264907592	17.5139338228982	13.3152515160819	6.59053944883225
15.6752374205072	15.8194318440418	11.6205707437872	16.1511406374827	9.10284833818573
7.89165330968866	8.54014344910435	10.2226882192067	9.34642333379071	9.49494263092399
9.35707472642466	8.71948118493152	12.0315477194262	7.90921193452507	9.23498444931652
8.91254080311735	5.66507793827215	8.94341450637226	4.73649195825231	4.44181928596089
5.6963663391169	6.93146207906049	6.94069433382008	8.19217785299022	9.08488380226382
11.7152991549274	14.4500789893381	8.18933751067502	11.5788971205752	10.3088681683503
9.52051503893017	8.9814209056833	14.6099840460404	9.58690717299682	5.0652763142806
5.88201158395039	7.73480655530355	10.6464389245396	6.36410885339359	4.80520089685116
6.47008758221242	3.3510859886652	3.60647944392	3.6000571531973	4.60608212993779
